"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2020-21,21,BOS,NBA,SF,46.0,1.0,669.0,0.438,17.1,0.393,0.169,0.163,0.051,0.011,0.607,0.543,0.667,0.448,0.444,0.5,0.37,0.447,1.0,0.034,4.0,0.398,0.372,0.0,0.0,
2021-22,22,BOS,NBA,SF,52.0,3.0,574.0,0.396,18.4,0.368,0.126,0.154,0.033,0.055,0.632,0.612,0.87,0.464,0.167,0.7,0.27,0.805,0.935,0.027,5.0,0.383,0.205,0.0,0.0,
2022-23,23,IND,NBA,SF,73.0,60.0,1816.0,0.427,15.5,0.468,0.249,0.136,0.063,0.02,0.532,0.496,0.639,0.263,0.486,0.333,0.366,0.701,0.965,0.042,22.0,0.424,0.383,0.0,0.0,
2023-24,24,IND,NBA,SF,72.0,47.0,1995.0,0.496,15.2,0.474,0.246,0.167,0.052,0.009,0.526,0.581,0.699,0.434,0.485,0.667,0.419,0.697,0.986,0.052,31.0,0.419,0.436,0.0,0.0,
2024-25,25,IND,NBA,SF,45.0,37.0,1123.0,0.507,15.7,0.485,0.203,0.172,0.084,0.026,0.515,0.587,0.714,0.538,0.469,0.3,0.431,0.769,0.964,0.042,11.0,0.369,0.472,0.0,0.0,
2025-26,26,IND,NBA,SF,11.0,11.0,335.0,0.367,17.6,0.435,0.17,0.122,0.075,0.068,0.565,0.359,0.48,0.389,0.182,0.2,0.373,0.826,0.935,0.027,2.0,0.241,0.4,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,299.0,159.0,6512.0,0.456,16.6,0.456,0.217,0.154,0.061,0.024,0.544,0.543,0.677,0.414,0.438,0.42,0.384,0.709,0.971,0.042,75.0,0.393,0.396,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,44.0,1786.0,0.456,16.6,0.456,0.217,0.154,0.061,0.024,0.544,0.543,0.677,0.414,0.438,0.42,0.384,0.709,0.971,0.042,21.0,0.393,0.396,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (4 Yrs),IND (4 Yrs),IND (4 Yrs),IND (4 Yrs),,201.0,155.0,5269.0,0.464,16.0,0.471,0.231,0.154,0.065,0.022,0.529,0.537,0.667,0.405,0.451,0.342,0.4,0.722,0.97,0.045,66.0,0.394,0.422,0.0,0.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,98.0,4.0,1243.0,0.417,17.7,0.381,0.147,0.158,0.042,0.033,0.619,0.577,0.755,0.456,0.333,0.667,0.318,0.633,0.972,0.031,9.0,0.39,0.287,0.0,0.0,
