Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2017-18,22,PHO,NBA,SG,21,1,242,3.3,11.3,.289,1.6,5.7,.289,1.6,5.7,.289,.362,1.2,1.8,.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,
2018-19,23,IND,NBA,SG,10,0,47,3.8,9.2,.417,1.5,3.1,.500,2.3,6.1,.375,.500,0.0,0.0,,1.5,3.1,4.6,2.3,0.8,0.0,0.8,2.3,9.2,
2019-20,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2020-21,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2021-22,26,DEN,NBA,SG,48,5,668,4.4,8.7,.503,2.0,4.6,.430,2.4,4.0,.587,.618,0.5,0.8,.667,0.8,5.1,5.8,2.9,1.3,0.5,0.9,3.4,11.3,
2022-23,27,2TM,NBA,SG,43,1,342,2.9,8.8,.333,1.8,4.8,.370,1.2,4.0,.289,.435,1.7,2.5,.667,1.1,5.2,6.2,2.4,1.6,0.4,2.1,4.1,9.4,
2022-23,27,DEN,NBA,SG,35,1,315,2.9,9.1,.313,1.8,5.0,.364,1.0,4.1,.250,.413,1.7,2.3,.750,1.0,5.3,6.3,2.2,1.5,0.5,2.3,4.1,9.3,
2022-23,27,LAL,NBA,SG,8,0,27,4.0,5.3,.750,1.3,2.7,.500,2.7,2.7,1.000,.875,1.3,5.3,.250,1.3,4.0,5.3,5.3,2.7,0.0,0.0,4.0,10.7,
2023-24,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,122,7,1299,3.8,9.2,.408,1.9,4.8,.385,1.9,4.4,.434,.509,0.9,1.4,.667,0.8,5.1,5.9,2.5,1.4,0.4,1.3,3.4,10.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,83,6,983,3.9,8.8,.440,1.9,4.8,.408,1.9,4.1,.477,.550,0.9,1.3,.714,0.8,5.1,6.0,2.6,1.4,0.5,1.3,3.6,10.6,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,21,1,242,3.3,11.3,.289,1.6,5.7,.289,1.6,5.7,.289,.362,1.2,1.8,.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,10,0,47,3.8,9.2,.417,1.5,3.1,.500,2.3,6.1,.375,.500,0.0,0.0,,1.5,3.1,4.6,2.3,0.8,0.0,0.8,2.3,9.2,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,8,0,27,4.0,5.3,.750,1.3,2.7,.500,2.7,2.7,1.000,.875,1.3,5.3,.250,1.3,4.0,5.3,5.3,2.7,0.0,0.0,4.0,10.7,
