Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,21,BOS,NBA,C,32.0,2.0,283.0,36.0,51.0,0.706,0.0,0.0,,36.0,51.0,0.706,0.706,9.0,15.0,0.6,27.0,54.0,81.0,7.0,9.0,40.0,10.0,36.0,81.0,0.0,
2019-20,22,BOS,NBA,C,29.0,1.0,388.0,64.0,88.0,0.727,0.0,0.0,,64.0,88.0,0.727,0.727,22.0,34.0,0.647,40.0,88.0,128.0,27.0,22.0,35.0,21.0,51.0,150.0,0.0,
2020-21,23,BOS,NBA,C,52.0,13.0,985.0,186.0,258.0,0.721,0.0,2.0,0.0,186.0,256.0,0.727,0.721,45.0,73.0,0.616,133.0,225.0,358.0,94.0,43.0,91.0,52.0,105.0,417.0,0.0,
2021-22,24,BOS,NBA,C,61.0,61.0,1804.0,271.0,368.0,0.736,0.0,1.0,0.0,271.0,367.0,0.738,0.736,65.0,90.0,0.722,238.0,350.0,588.0,121.0,56.0,134.0,63.0,137.0,607.0,1.0,"DPOY-7,DEF2"
2022-23,25,BOS,NBA,C,35.0,20.0,824.0,127.0,170.0,0.747,0.0,1.0,0.0,127.0,169.0,0.751,0.747,25.0,41.0,0.61,104.0,188.0,292.0,50.0,22.0,48.0,34.0,68.0,279.0,0.0,
2023-24,26,POR,NBA,C,6.0,0.0,119.0,17.0,26.0,0.654,0.0,0.0,,17.0,26.0,0.654,0.654,7.0,9.0,0.778,11.0,27.0,38.0,5.0,7.0,7.0,7.0,17.0,41.0,0.0,
2024-25,27,POR,NBA,C,20.0,3.0,351.0,50.0,78.0,0.641,1.0,3.0,0.333,49.0,75.0,0.653,0.647,15.0,17.0,0.882,35.0,83.0,118.0,21.0,13.0,33.0,17.0,31.0,116.0,0.0,
2025-26,28,POR,NBA,C,9.0,0.0,108.0,18.0,28.0,0.643,1.0,3.0,0.333,17.0,25.0,0.68,0.661,0.0,1.0,0.0,16.0,17.0,33.0,6.0,6.0,5.0,3.0,8.0,37.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,244.0,100.0,4862.0,769.0,1067.0,0.721,2.0,10.0,0.2,767.0,1057.0,0.726,0.722,188.0,280.0,0.671,604.0,1032.0,1636.0,331.0,178.0,393.0,207.0,453.0,1728.0,1.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,34.0,1634.0,258.0,359.0,0.721,1.0,3.0,0.2,258.0,355.0,0.726,0.722,63.0,94.0,0.671,203.0,347.0,550.0,111.0,60.0,132.0,70.0,152.0,581.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (5 Yrs),BOS (5 Yrs),BOS (5 Yrs),BOS (5 Yrs),,209.0,97.0,4284.0,684.0,935.0,0.732,0.0,4.0,0.0,684.0,931.0,0.735,0.732,166.0,253.0,0.656,542.0,905.0,1447.0,299.0,152.0,348.0,180.0,397.0,1534.0,1.0,
POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),POR (3 Yrs),,35.0,3.0,578.0,85.0,132.0,0.644,2.0,6.0,0.333,83.0,126.0,0.659,0.652,22.0,27.0,0.815,62.0,127.0,189.0,32.0,26.0,45.0,27.0,56.0,194.0,0.0,
