"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2006-07,20,IND,NBA,SG,46,3,556,.469,14.0,.675,.294,.088,.106,.188,.325,.519,.745,.357,.412,.300,.365,.446,.947,.038,5,.500,.462,0,0,
2007-08,21,IND,NBA,SF,65,3,967,.427,15.0,.632,.280,.089,.048,.215,.368,.494,.587,.455,.333,.425,.314,.534,.953,.030,10,.197,.259,1,0,
2008-09,22,DAL,NBA,SF,15,0,170,.286,13.2,.696,.286,.125,.125,.161,.304,.385,.625,.000,.286,.333,.059,.333,1.000,.018,1,.412,.143,0,0,
2009-10,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other,Did not play - other
2010-11,24,NYK,NBA,PF,64,11,1323,.426,17.2,.449,.197,.073,.021,.158,.551,.457,.605,.321,.375,.344,.401,.519,.965,.018,7,.684,.441,0,0,
2011-12,25,NJN,NBA,SF,25,6,514,.286,19.2,.408,.129,.082,.048,.150,.592,.350,.579,.250,.286,.227,.241,.714,.952,.007,1,.483,.286,3,1,
2012-13,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived,Did not play - waived
2013-14,27,LAL,NBA,PF,36,13,751,.380,19.4,.328,.151,.042,.016,.120,.672,.492,.483,.250,.667,.565,.326,.742,.952,.010,1,.395,.353,1,0,
2014-15,28,2TM,NBA,SF,63,22,1087,.403,17.5,.407,.157,.033,.057,.160,.593,.467,.511,.300,.412,.479,.360,.632,.984,.010,3,.483,.360,0,0,
2014-15,28,MIA,NBA,SF,44,22,924,.425,18.8,.367,.142,.029,.054,.142,.633,.477,.559,.429,.385,.441,.395,.595,.983,.008,2,.487,.378,0,0,
