Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,22,WAS,NBA,PF,3.0,0.0,60.0,5.0,13.0,0.385,0.0,0.0,5.0,13.0,0.385,0.385,5.0,9.0,0.556,4.0,11.0,15.0,3.0,0.0,2.0,2.0,5.0,15.0,0.0,
2005-06,23,LAL,NBA,C,7.0,7.0,225.0,34.0,65.0,0.523,0.0,0.0,34.0,65.0,0.523,0.523,22.0,31.0,0.71,17.0,29.0,46.0,7.0,2.0,6.0,12.0,21.0,90.0,0.0,
2006-07,24,LAL,NBA,C,5.0,5.0,133.0,19.0,36.0,0.528,0.0,0.0,19.0,36.0,0.528,0.528,5.0,9.0,0.556,13.0,15.0,28.0,1.0,1.0,4.0,9.0,16.0,43.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,26,DET,NBA,C,3.0,0.0,48.0,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,3.0,4.0,0.75,6.0,9.0,15.0,0.0,0.0,3.0,3.0,12.0,9.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,18.0,12.0,466.0,61.0,122.0,0.5,0.0,0.0,61.0,122.0,0.5,0.5,35.0,53.0,0.66,40.0,64.0,104.0,11.0,3.0,15.0,26.0,54.0,157.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,55.0,2123.0,278.0,556.0,0.5,0.0,0.0,278.0,556.0,0.5,0.5,159.0,241.0,0.66,182.0,292.0,474.0,50.0,14.0,68.0,118.0,246.0,715.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,12.0,12.0,358.0,53.0,101.0,0.525,0.0,0.0,53.0,101.0,0.525,0.525,27.0,40.0,0.675,30.0,44.0,74.0,8.0,3.0,10.0,21.0,37.0,133.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,3.0,0.0,48.0,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,3.0,4.0,0.75,6.0,9.0,15.0,0.0,0.0,3.0,3.0,12.0,9.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,3.0,0.0,60.0,5.0,13.0,0.385,0.0,0.0,5.0,13.0,0.385,0.385,5.0,9.0,0.556,4.0,11.0,15.0,3.0,0.0,2.0,2.0,5.0,15.0,0.0,
