Season,Team,Lg,Salary
2010-11,San Antonio Spurs,NBA,"$1,361,400"
2011-12,San Antonio Spurs,NBA,"$1,463,520"
2012-13,Houston Rockets,NBA,"$472,427"
2012-13,San Antonio Spurs,NBA,"$145,749"
2013-14,Philadelphia 76ers,NBA,"$916,099"
2015-16,Sacramento Kings,NBA,"$1,015,421"
Career,(may be incomplete),,"$5,374,616"
