Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,25.0,IND,NBA,SF,1,0,10:43,1,1,1.0,0,0,,0,0,,1,1,0,2,0,1,0,2
Career,,,NBA,,1,0,11,1,1,1.0,0,0,,0,0,,1,1,0,2,0,1,0,2
