Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,22,UTA,NBA,SG,17,0,3.1,0.4,1.6,0.25,0.1,0.3,0.2,0.4,1.4,0.261,0.268,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.2,0.9,
1 Yr,1 Yr,1 Yr,1 Yr,,17,0,3.1,0.4,1.6,0.25,0.1,0.3,0.2,0.4,1.4,0.261,0.268,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.2,0.9,
