Season,Team,Lg,Salary
2014-15,Sacramento Kings,NBA,"$2,745,840"
2015-16,Philadelphia 76ers,NBA,"$2,869,440"
2016-17,Philadelphia 76ers,NBA,"$2,993,040"
2017-18,Brooklyn Nets,NBA,"$3,807,147"
2018-19,Indiana Pacers,NBA,"$1,621,415"
2018-19,Cleveland Cavaliers,NBA,"$540,472"
2021-22,Boston Celtics,NBA,"$423,536"
2021-22,Miami Heat,NBA,"$111,457"
2022-23,Indiana Pacers,NBA,"$702,311"
2023-24,Indiana Pacers,NBA,"$702,311"
2024-25,Indiana Pacers,NBA,"$702,310"
Career,(may be incomplete),,"$17,219,279"
