"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2013-14,24.0,TOR,NBA,45:05,9.0,22.0,2.0,4.0,9.0,19.0,13.0,15.0,1.0,6.0,6.0,6.0,3.0,1.0,6.0,5.0,30.0,22.6
2014-15,25.0,TOR,NBA,42:55,11.0,29.0,3.0,6.0,9.0,23.0,7.0,7.0,2.0,9.0,11.0,7.0,3.0,0.0,3.0,5.0,32.0,21.7
2015-16,26.0,TOR,NBA,42:38,14.0,32.0,2.0,5.0,14.0,28.0,12.0,13.0,4.0,6.0,8.0,5.0,3.0,2.0,6.0,5.0,34.0,24.6
2016-17,27.0,TOR,NBA,45:54,12.0,24.0,1.0,3.0,12.0,23.0,13.0,14.0,1.0,9.0,9.0,8.0,5.0,0.0,4.0,4.0,37.0,30.2
2017-18,28.0,TOR,NBA,40:17,14.0,29.0,3.0,6.0,11.0,25.0,14.0,18.0,1.0,6.0,7.0,6.0,2.0,3.0,4.0,5.0,37.0,28.0
2018-19,29.0,SAS,NBA,42:31,12.0,21.0,0.0,1.0,12.0,21.0,9.0,9.0,3.0,9.0,12.0,7.0,3.0,1.0,4.0,4.0,31.0,26.2
2021-22,32.0,CHI,NBA,44:22,16.0,31.0,0.0,5.0,16.0,29.0,9.0,9.0,1.0,7.0,8.0,7.0,3.0,2.0,3.0,3.0,41.0,29.8
Career,,,,45:54,16.0,32.0,3.0,6.0,16.0,29.0,14.0,18.0,4.0,9.0,12.0,8.0,5.0,3.0,6.0,5.0,41.0,30.2
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,TOR,NBA,45:54,14.0,32.0,3.0,6.0,14.0,28.0,14.0,18.0,4.0,9.0,11.0,8.0,5.0,3.0,6.0,5.0,37.0,30.2
1 Season,,SAS,NBA,42:31,12.0,21.0,0.0,1.0,12.0,21.0,9.0,9.0,3.0,9.0,12.0,7.0,3.0,1.0,4.0,4.0,31.0,26.2
1 Season,,CHI,NBA,44:22,16.0,31.0,0.0,5.0,16.0,29.0,9.0,9.0,1.0,7.0,8.0,7.0,3.0,2.0,3.0,3.0,41.0,29.8
