Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2015-16,24.0,SAS,NBA,SF,1,1,25:39,8,15,0.533,1,6,0.167,0,0,,3,6,3,2,0,2,0,17
2016-17,25.0,SAS,NBA,SF,1,1,14:47,2,4,0.5,0,2,0.0,0,0,,0,2,2,1,0,0,0,4
2018-19,27.0,TOR,NBA,SF,1,1,18:33,7,14,0.5,5,11,0.455,0,0,,1,5,2,0,1,0,1,19
2019-20,28.0,LAC,NBA,SF,1,1,20:21,11,18,0.611,8,14,0.571,0,0,,1,7,4,2,0,1,2,30
2020-21,29.0,LAC,NBA,SF,1,1,20:00,3,8,0.375,2,7,0.286,0,0,,1,9,8,1,0,3,0,8
2023-24,32.0,LAC,NBA,SF,1,0,10:12,2,4,0.5,1,3,0.333,0,0,,0,2,1,0,0,0,1,5
Career,,,NBA,,6,5,110,33,63,0.524,17,43,0.395,0,0,,6,31,20,6,1,6,4,83
