0
2013-14 NBA 114 (18th)
2014-15 NBA 148 (5th)
2015-16 NBA 128 (14th)
2016-17 NBA 133 (7th)
2018-19 NBA 106 (20th)
2019-20 NBA 103 (7th)
2023-24 NBA 111 (6th)
Active 1270 (12th)
Career 1270 (88th)
Career NBA 1270 (83rd)
Career Playoffs 256 (20th)
Career NBA Playoffs 256 (19th)
Career (Reg+Playoffs) 1526 (69th)
Career NBA (Reg+Playoffs) 1526 (67th)
