Season,Team,Lg,Salary
2014-15,San Antonio Spurs,NBA,"$1,093,680"
2015-16,San Antonio Spurs,NBA,"$1,142,879"
2016-17,San Antonio Spurs,NBA,"$1,192,080"
2017-18,San Antonio Spurs,NBA,"$2,151,704"
2018-19,Memphis Grizzlies,NBA,"$8,641,000"
2019-20,Memphis Grizzlies,NBA,"$9,073,050"
2020-21,Memphis Grizzlies,NBA,"$9,505,100"
2021-22,Memphis Grizzlies,NBA,"$9,937,150"
2022-23,Minnesota Timberwolves,NBA,"$8,780,488"
2023-24,Minnesota Timberwolves,NBA,"$9,219,512"
2024-25,Miami Heat,NBA,"$8,780,488"
Career,(may be incomplete),,"$69,517,131"
