"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2013-14,22,SAC,NBA,PG,45.0,10.0,897.0,0.377,13.8,0.803,0.227,0.153,0.09,0.33,0.197,0.378,0.588,0.304,0.37,0.273,0.373,0.363,0.909,0.033,8.0,0.39,0.391,0.0,0.0,
2014-15,23,SAC,NBA,PG,68.0,30.0,1436.0,0.438,11.5,0.764,0.313,0.177,0.106,0.168,0.236,0.479,0.633,0.373,0.44,0.329,0.306,0.355,0.794,0.03,11.0,0.441,0.245,1.0,0.0,
2015-16,24,2TM,NBA,PG,41.0,6.0,475.0,0.377,13.8,0.712,0.226,0.089,0.178,0.219,0.288,0.385,0.606,0.154,0.346,0.281,0.357,0.45,0.933,0.007,1.0,0.31,0.308,0.0,0.0,
2015-16,24,SAS,NBA,PG,31.0,3.0,256.0,0.403,12.1,0.761,0.299,0.09,0.224,0.149,0.239,0.431,0.6,0.167,0.4,0.3,0.313,0.455,1.0,0.015,1.0,0.5,0.375,0.0,0.0,
2015-16,24,MEM,NBA,PG,10.0,3.0,219.0,0.354,15.5,0.671,0.165,0.089,0.139,0.278,0.329,0.34,0.615,0.143,0.273,0.273,0.385,0.444,0.9,0.0,0.0,0.192,0.2,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,154.0,46.0,2808.0,0.408,13.2,0.769,0.271,0.155,0.112,0.229,0.231,0.43,0.617,0.331,0.398,0.295,0.335,0.37,0.859,0.027,20.0,0.401,0.294,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,24.0,1495.0,0.408,13.2,0.769,0.271,0.155,0.112,0.229,0.231,0.43,0.617,0.331,0.398,0.295,0.335,0.37,0.859,0.027,11.0,0.401,0.294,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,113.0,40.0,2333.0,0.414,12.6,0.779,0.279,0.168,0.1,0.231,0.221,0.438,0.619,0.349,0.416,0.298,0.329,0.357,0.839,0.031,19.0,0.424,0.292,1.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,31.0,3.0,256.0,0.403,12.1,0.761,0.299,0.09,0.224,0.149,0.239,0.431,0.6,0.167,0.4,0.3,0.313,0.455,1.0,0.015,1.0,0.5,0.375,0.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,10.0,3.0,219.0,0.354,15.5,0.671,0.165,0.089,0.139,0.278,0.329,0.34,0.615,0.143,0.273,0.273,0.385,0.444,0.9,0.0,0.0,0.192,0.2,0.0,0.0,
