"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2022-23,25,NYK,NBA,EC1,CLE,W (4-1),5.0,28.2,8.0,9.8,1.0,1.2,2.2,18.0,28.0,0.643,0.0,0.0,18.0,28.0,0.643,0.643,4.0,11.0,0.364,29.0,20.0,49.0,5.0,6.0,11.0,3.0,11.0,40.0,
2022-23,25,NYK,NBA,ECS,MIA,L (2-4),6.0,26.2,5.2,8.8,0.7,0.3,0.8,11.0,20.0,0.55,0.0,0.0,11.0,20.0,0.55,0.55,9.0,22.0,0.409,26.0,27.0,53.0,4.0,2.0,5.0,7.0,18.0,31.0,
2023-24,26,NYK,NBA,EC1,PHI,W (4-2),5.0,20.6,3.0,7.8,0.4,1.2,1.4,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,3.0,8.0,0.375,22.0,17.0,39.0,2.0,6.0,7.0,3.0,12.0,15.0,
2023-24,26,NYK,NBA,ECS,IND,L (3-4),1.0,12.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,
2024-25,27,NYK,NBA,EC1,DET,W (4-2),6.0,16.5,3.7,5.7,0.2,0.8,0.7,9.0,18.0,0.5,0.0,0.0,9.0,18.0,0.5,0.5,4.0,15.0,0.267,22.0,12.0,34.0,1.0,5.0,4.0,4.0,13.0,22.0,
2024-25,27,NYK,NBA,ECS,BOS,W (4-2),6.0,20.7,4.7,8.0,0.5,1.0,0.2,7.0,14.0,0.5,0.0,0.0,7.0,14.0,0.5,0.5,14.0,31.0,0.452,23.0,25.0,48.0,3.0,6.0,1.0,5.0,11.0,28.0,
2024-25,27,NYK,NBA,ECF,IND,L (2-4),6.0,24.5,5.7,7.5,0.5,1.0,1.5,15.0,19.0,0.789,0.0,0.0,15.0,19.0,0.789,0.789,4.0,10.0,0.4,22.0,23.0,45.0,3.0,6.0,9.0,4.0,14.0,34.0,
3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),4-3,35.0,22.4,4.9,7.7,0.5,0.9,1.1,67.0,113.0,0.593,0.0,0.0,67.0,113.0,0.593,0.593,38.0,97.0,0.392,145.0,125.0,270.0,19.0,31.0,37.0,26.0,82.0,172.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),3-0,16.0,21.4,4.8,7.6,0.5,1.1,1.4,33.0,59.0,0.559,0.0,0.0,33.0,59.0,0.559,0.559,11.0,34.0,0.324,73.0,49.0,122.0,8.0,17.0,22.0,10.0,36.0,77.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),1-2,13.0,22.5,4.7,7.9,0.6,0.6,0.5,19.0,35.0,0.543,0.0,0.0,19.0,35.0,0.543,0.543,23.0,53.0,0.434,50.0,53.0,103.0,8.0,8.0,6.0,12.0,32.0,61.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,6.0,24.5,5.7,7.5,0.5,1.0,1.5,15.0,19.0,0.789,0.0,0.0,15.0,19.0,0.789,0.789,4.0,10.0,0.4,22.0,23.0,45.0,3.0,6.0,9.0,4.0,14.0,34.0,
