Season,Team,Lg,Salary
2019-20,Boston Celtics,NBA,"$3,458,400"
2020-21,Boston Celtics,NBA,"$3,631,200"
2021-22,San Antonio Spurs,NBA,"$3,804,360"
2022-23,San Antonio Spurs,NBA,"$5,634,257"
Career,(may be incomplete),,"$16,528,217"
