"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2019-20,20,BOS,NBA,SG,7,0,46,0.4,0.375,0.5,0.45,0.5,0.46,0.2,0.2,87,72,140,85,65,81,77,52,
2020-21,21,BOS,NBA,SG,4,2,109,0.406,0.467,0.353,0.5,1.0,0.533,0.125,0.531,87,88,96,93,129,93,51,136,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11,2,155,0.405,0.435,0.368,0.488,0.833,0.515,0.143,0.452,87,82,101,91,107,90,57,116,
