"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2006-07,24,HOU,NBA,SG,7,0,141,0.306,18.9,0.361,0.139,0.111,0.0,0.111,0.639,0.385,0.6,0.25,0.25,0.261,0.8,0.833,0.0,0,0.304,0.286,0,0,
2007-08,25,HOU,NBA,SG,5,0,44,0.071,10.6,0.571,0.571,0.0,0.0,0.0,0.429,0.125,0.125,,,0.0,0.0,,0.0,0,0.167,0.0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,12,0,185,0.24,14.8,0.42,0.26,0.08,0.0,0.08,0.58,0.286,0.308,0.25,0.25,0.207,0.667,0.833,0.0,0,0.276,0.25,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1264,0.24,14.8,0.42,0.26,0.08,0.0,0.08,0.58,0.286,0.308,0.25,0.25,0.207,0.667,0.833,0.0,0,0.276,0.25,0,0,
