Season,Team,Lg,Salary
2009-10,Milwaukee Bucks,NBA,"$2,168,520"
2010-11,Milwaukee Bucks,NBA,"$2,331,120"
2011-12,Milwaukee Bucks,NBA,"$2,493,720"
2012-13,Milwaukee Bucks,NBA,"$3,179,493"
2013-14,Detroit Pistons,NBA,"$7,655,503"
2014-15,Detroit Pistons,NBA,"$8,000,000"
2015-16,Orlando Magic,NBA,"$8,344,497"
2016-17,New York Knicks,NBA,"$4,837,318"
2016-17,Washington Wizards,NBA,"$1,200,000"
2017-18,Milwaukee Bucks,NBA,"$297,169"
Career,(may be incomplete),,"$40,507,340"
