"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2018-19,21,LAL,NBA,C,43.0,5.0,446.0,0.415,13.7,0.55,0.374,0.135,0.023,0.018,0.45,0.521,0.531,0.565,0.0,0.667,0.286,0.694,1.0,0.029,4.0,0.052,0.0,0.0,0.0,
2019-20,22,WAS,NBA,C,45.0,5.0,835.0,0.545,9.6,0.699,0.489,0.188,0.015,0.008,0.301,0.645,0.777,0.34,0.5,0.0,0.313,0.767,1.0,0.09,21.0,0.163,0.385,0.0,0.0,
2020-21,23,3TM,NBA,C,45.0,24.0,722.0,0.454,12.5,0.603,0.306,0.271,0.009,0.017,0.397,0.529,0.643,0.419,0.0,0.5,0.341,0.863,0.968,0.105,22.0,0.187,0.294,0.0,0.0,
2020-21,23,WAS,NBA,C,25.0,13.0,375.0,0.508,11.8,0.656,0.303,0.311,0.016,0.025,0.344,0.613,0.73,0.526,0.0,0.667,0.31,0.918,0.923,0.148,17.0,0.19,0.25,0.0,0.0,
2020-21,23,BOS,NBA,C,9.0,1.0,61.0,0.286,11.9,0.571,0.357,0.214,0.0,0.0,0.429,0.25,0.0,0.667,,,0.333,1.0,1.0,0.071,0.0,0.167,1.0,0.0,0.0,
2020-21,23,ORL,NBA,C,11.0,10.0,286.0,0.409,13.6,0.538,0.301,0.226,0.0,0.011,0.462,0.44,0.643,0.19,,0.0,0.372,0.727,1.0,0.054,5.0,0.186,0.25,0.0,0.0,
2021-22,24,ORL,NBA,C,63.0,3.0,960.0,0.497,14.4,0.492,0.316,0.169,0.0,0.008,0.508,0.672,0.752,0.552,,0.0,0.328,0.763,0.985,0.149,50.0,0.119,0.375,0.0,0.0,
2022-23,25,ORL,NBA,C,57.0,18.0,1109.0,0.5,12.2,0.588,0.379,0.189,0.008,0.013,0.412,0.631,0.733,0.453,0.333,0.4,0.313,0.782,0.98,0.134,42.0,0.178,0.31,0.0,0.0,
2023-24,26,ORL,NBA,C,80.0,1.0,1415.0,0.601,7.6,0.792,0.504,0.272,0.005,0.009,0.208,0.673,0.799,0.46,0.333,0.4,0.33,0.796,0.974,0.091,48.0,0.322,0.324,1.0,0.0,
2024-25,27,ORL,NBA,C,30.0,1.0,564.0,0.562,9.5,0.699,0.486,0.201,0.008,0.004,0.301,0.649,0.711,0.54,0.0,0.0,0.36,0.69,1.0,0.076,18.0,0.307,0.391,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,363.0,57.0,6051.0,0.525,11.6,0.645,0.415,0.211,0.008,0.01,0.355,0.636,0.738,0.468,0.222,0.348,0.324,0.772,0.985,0.104,205.0,0.183,0.333,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,13.0,1367.0,0.525,11.6,0.645,0.415,0.211,0.008,0.01,0.355,0.636,0.738,0.468,0.222,0.348,0.324,0.772,0.985,0.104,46.0,0.183,0.333,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,241.0,33.0,4334.0,0.537,11.5,0.646,0.416,0.215,0.005,0.009,0.354,0.649,0.755,0.471,0.25,0.267,0.332,0.768,0.985,0.11,163.0,0.203,0.339,1.0,0.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,70.0,18.0,1210.0,0.534,10.7,0.686,0.43,0.227,0.015,0.013,0.314,0.635,0.766,0.42,0.333,0.4,0.311,0.811,0.974,0.108,38.0,0.172,0.333,0.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,43.0,5.0,446.0,0.415,13.7,0.55,0.374,0.135,0.023,0.018,0.45,0.521,0.531,0.565,0.0,0.667,0.286,0.694,1.0,0.029,4.0,0.052,0.0,0.0,0.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,9.0,1.0,61.0,0.286,11.9,0.571,0.357,0.214,0.0,0.0,0.429,0.25,0.0,0.667,,,0.333,1.0,1.0,0.071,0.0,0.167,1.0,0.0,0.0,
