Highlight,Unnamed: 1,In Stathead
"Career high, Points",32.0,View full stats from top 20 games
"Career high, Rebounds",9.0,View full stats from top 20 games
"Career high, Assists",15.0,View full stats from top 20 games
"Career high, Steals",4.0,View full stats from top 20 games
"Career high, Blocks",2.0,View full stats from top 20 games
"Career high, Game Score",29.1,View full stats from top 20 games
