"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2008-09,20.0,CHI,NBA,59:26,12.0,25.0,0.0,1.0,12.0,25.0,12.0,12.0,4.0,10.0,11.0,11.0,3.0,2.0,7.0,6.0,36.0,30.4
2009-10,21.0,CHI,NBA,43:33,13.0,28.0,1.0,2.0,13.0,26.0,6.0,6.0,2.0,6.0,7.0,10.0,2.0,0.0,7.0,3.0,31.0,22.3
2010-11,22.0,CHI,NBA,48:30,16.0,32.0,4.0,9.0,12.0,29.0,19.0,21.0,5.0,7.0,8.0,12.0,4.0,3.0,8.0,5.0,44.0,37.2
2011-12,23.0,CHI,NBA,37:13,9.0,23.0,3.0,6.0,6.0,17.0,2.0,2.0,3.0,6.0,9.0,9.0,1.0,1.0,5.0,1.0,23.0,17.0
2014-15,26.0,CHI,NBA,48:13,12.0,26.0,5.0,9.0,9.0,23.0,9.0,10.0,3.0,7.0,9.0,10.0,3.0,1.0,8.0,4.0,34.0,29.4
2017-18,29.0,MIN,NBA,32:25,8.0,16.0,2.0,3.0,7.0,14.0,4.0,4.0,1.0,6.0,6.0,4.0,2.0,0.0,4.0,3.0,17.0,11.5
2020-21,32.0,NYK,NBA,38:54,13.0,21.0,3.0,5.0,10.0,18.0,6.0,6.0,2.0,5.0,6.0,6.0,1.0,1.0,5.0,2.0,30.0,24.8
2022-23,34.0,NYK,NBA,2:30,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.1
Career,,,,59:26,16.0,32.0,5.0,9.0,13.0,29.0,19.0,21.0,5.0,10.0,11.0,12.0,4.0,3.0,8.0,6.0,44.0,37.2
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,CHI,NBA,59:26,16.0,32.0,5.0,9.0,13.0,29.0,19.0,21.0,5.0,10.0,11.0,12.0,4.0,3.0,8.0,6.0,44.0,37.2
2 Seasons,,NYK,NBA,38:54,13.0,21.0,3.0,5.0,10.0,18.0,6.0,6.0,2.0,5.0,6.0,6.0,1.0,1.0,5.0,2.0,30.0,24.8
1 Season,,MIN,NBA,32:25,8.0,16.0,2.0,3.0,7.0,14.0,4.0,4.0,1.0,6.0,6.0,4.0,2.0,0.0,4.0,3.0,17.0,11.5
