"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2008-09,20,CHI,NBA,EC1,BOS,L (3-4),7,44.7,19.7,6.3,6.4,0.6,0.7,59,120,.492,0,4,.000,59,116,.509,.492,20,25,.800,12,32,44,45,4,5,35,25,138,
2009-10,21,CHI,NBA,EC1,CLE,L (1-4),5,42.4,26.8,3.4,7.2,0.8,0.0,57,125,.456,2,6,.333,55,119,.462,.464,18,22,.818,4,13,17,36,4,0,13,8,134,
2010-11,22,CHI,NBA,EC1,IND,W (4-1),5,38.8,27.6,4.6,6.2,2.6,1.2,39,105,.371,8,37,.216,31,68,.456,.410,52,60,.867,6,17,23,31,13,6,19,13,138,
2010-11,22,CHI,NBA,ECS,ATL,W (4-2),6,41.0,29.8,4.3,9.8,0.7,0.7,68,151,.450,10,34,.294,58,117,.496,.483,33,42,.786,5,21,26,59,4,4,21,7,179,
2010-11,22,CHI,NBA,ECF,MIA,L (1-4),5,41.8,23.4,4.0,6.6,1.0,0.2,42,120,.350,7,30,.233,35,90,.389,.379,26,32,.813,9,11,20,33,5,1,19,13,117,
2011-12,23,CHI,NBA,EC1,PHI,L (2-4),1,37.0,23.0,9.0,9.0,1.0,1.0,9,23,.391,3,6,.500,6,17,.353,.457,2,2,1.000,3,6,9,9,1,1,5,1,23,
2012-13,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2014-15,26,CHI,NBA,EC1,MIL,W (4-2),6,36.7,19.0,4.3,6.5,1.5,0.5,41,100,.410,15,40,.375,26,60,.433,.485,17,19,.895,5,21,26,39,9,3,26,11,114,
2014-15,26,CHI,NBA,ECS,CLE,L (2-4),6,39.0,21.7,5.3,6.5,0.8,0.5,52,135,.385,8,26,.308,44,109,.404,.415,18,20,.900,8,24,32,39,5,3,12,11,130,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,29,MIN,NBA,WC1,HOU,L (1-4),5,23.8,14.2,1.8,2.6,0.4,0.0,29,57,.509,7,10,.700,22,47,.468,.570,6,7,.857,1,8,9,13,2,0,8,9,71,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,32,NYK,NBA,EC1,ATL,L (1-4),5,35.0,19.4,4.0,5.0,0.4,0.2,40,84,.476,8,17,.471,32,67,.478,.524,9,9,1.000,4,16,20,25,2,1,8,5,97,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,34,NYK,NBA,EC1,CLE,W (4-1),1,3.0,0.0,0.0,1.0,0.0,0.0,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,0,0,0,1,0,0,0,0,0,
8 Yrs (11 Series),8 Yrs (11 Series),8 Yrs (11 Series),8 Yrs (11 Series),8 Yrs (11 Series),8 Yrs (11 Series),4-7,52,37.7,21.9,4.3,6.3,0.9,0.5,436,1024,.426,68,211,.322,368,813,.453,.459,201,238,.845,57,169,226,330,49,24,166,103,1141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,5,23.8,14.2,1.8,2.6,0.4,0.0,29,57,.509,7,10,.700,22,47,.468,.570,6,7,.857,1,8,9,13,2,0,8,9,71,
EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),3-4,30,38.5,21.5,4.6,6.2,1.1,0.5,245,561,.437,36,111,.324,209,450,.464,.469,118,137,.861,34,105,139,186,33,16,106,63,644,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),1-1,12,40.0,25.8,4.8,8.2,0.8,0.6,120,286,.420,18,60,.300,102,226,.451,.451,51,62,.823,13,45,58,98,9,7,33,18,309,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,5,41.8,23.4,4.0,6.6,1.0,0.2,42,120,.350,7,30,.233,35,90,.389,.379,26,32,.813,9,11,20,33,5,1,19,13,117,
