Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,21.0,CHI,NBA,PG,1,0,15:25,4,8,0.5,0,0,,0,0,,0,0,4,3,0,1,0,8
2010-11,22.0,CHI,NBA,PG,1,1,29:57,5,13,0.385,0,1,0.0,1,2,0.5,1,3,5,1,0,1,0,11
2011-12,23.0,CHI,NBA,PG,1,1,18:17,6,8,0.75,2,2,1.0,0,0,,1,1,3,0,0,2,1,14
Career,,,NBA,,3,2,64,15,29,0.517,2,3,0.667,1,2,0.5,2,4,12,4,0,4,1,33
