"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2003-04,19,BOS,NBA,C,10,0,35,.533,4.6,1.000,.400,.467,.133,.000,.000,.533,.833,.429,.000,,,.375,.067,1,,0,0,
2004-05,20,BOS,NBA,C,60,3,548,.471,4.5,1.000,.588,.261,.092,.059,.000,.471,.557,.387,.364,.143,,.571,.160,18,,0,0,
2005-06,21,BOS,NBA,C,68,40,1332,.515,4.1,.992,.523,.395,.064,.011,.008,.519,.590,.486,.235,.000,.000,.496,.094,22,.000,1,0,
2006-07,22,BOS,NBA,C,72,53,1576,.491,4.9,.989,.431,.468,.078,.011,.011,.496,.621,.413,.286,.667,.000,.477,.063,15,.000,1,0,
2007-08,23,BOS,NBA,C,78,78,1912,.615,2.7,.997,.707,.241,.032,.017,.003,.617,.695,.476,.182,.167,.000,.682,.198,66,.000,1,0,
2008-09,24,BOS,NBA,C,76,76,2253,.577,3.9,.996,.556,.351,.065,.023,.004,.580,.680,.464,.323,.636,.000,.562,.119,52,.000,1,0,
2009-10,25,BOS,NBA,C,78,78,2154,.602,3.8,.994,.594,.312,.073,.015,.006,.605,.739,.448,.237,.375,.000,.678,.119,60,.000,1,0,DPOY-17
2010-11,26,2TM,NBA,C,29,24,742,.515,4.3,1.000,.569,.308,.085,.038,.000,.515,.649,.400,.273,.000,,.567,.038,5,,0,0,
2010-11,26,BOS,NBA,C,12,7,313,.542,3.6,1.000,.661,.237,.051,.051,.000,.542,.641,.429,.333,.000,,.688,.051,3,,0,0,
2010-11,26,OKC,NBA,C,17,17,429,.493,4.9,1.000,.493,.366,.113,.028,.000,.493,.657,.385,.250,.000,,.457,.028,2,,0,0,
2011-12,27,OKC,NBA,C,65,65,1744,.489,5.0,1.000,.515,.332,.076,.076,.000,.489,.652,.333,.350,.200,,.633,.141,36,,0,0,
2012-13,28,OKC,NBA,C,78,78,1954,.457,6.9,.997,.419,.297,.150,.131,.003,.458,.580,.355,.340,.439,.000,.706,.118,25,.000,1,0,
2013-14,29,OKC,NBA,C,62,62,1207,.451,5.4,.995,.415,.435,.088,.057,.005,.453,.488,.440,.529,.182,.000,.667,.052,9,.000,0,0,
2014-15,30,2TM,NBA,C,68,3,1148,.449,4.1,.996,.401,.511,.075,.009,.004,.451,.604,.353,.353,.000,.000,.676,.101,21,.000,1,0,
