"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2004-05,20,BOS,NBA,C,6.0,0.0,28.0,0.8,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,,,,,0.5,0.4,2.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,23,BOS,NBA,C,25.0,25.0,631.0,0.585,3.9,0.991,0.708,0.151,0.104,0.028,0.009,0.59,0.613,0.563,0.545,0.333,0.0,0.661,0.179,17.0,0.0,1.0,0.0,
2008-09,24,BOS,NBA,C,14.0,14.0,512.0,0.575,5.2,0.992,0.48,0.37,0.094,0.047,0.008,0.579,0.59,0.617,0.333,0.667,0.0,0.575,0.063,8.0,0.0,1.0,0.0,
2009-10,25,BOS,NBA,C,23.0,23.0,575.0,0.51,4.7,0.99,0.563,0.292,0.094,0.042,0.01,0.516,0.63,0.321,0.556,0.25,0.0,0.673,0.063,6.0,0.0,1.0,0.0,
2010-11,26,OKC,NBA,C,17.0,17.0,479.0,0.453,3.9,1.0,0.563,0.359,0.016,0.063,0.0,0.453,0.556,0.304,0.0,0.5,,0.517,0.031,2.0,,0.0,0.0,
2011-12,27,OKC,NBA,C,20.0,20.0,517.0,0.416,5.5,1.0,0.483,0.337,0.112,0.067,0.0,0.416,0.488,0.367,0.4,0.167,,0.541,0.146,11.0,,0.0,0.0,
2012-13,28,OKC,NBA,C,11.0,11.0,210.0,0.263,8.9,0.974,0.368,0.316,0.105,0.184,0.026,0.27,0.357,0.25,0.25,0.143,0.0,0.9,0.053,2.0,0.0,1.0,0.0,
2013-14,29,OKC,NBA,C,19.0,19.0,384.0,0.533,4.8,1.0,0.422,0.467,0.089,0.022,0.0,0.533,0.684,0.476,0.25,0.0,,0.667,0.0,0.0,,0.0,0.0,
2014-15,30,CLE,NBA,C,8.0,0.0,33.0,0.25,5.0,1.0,0.25,0.75,0.0,0.0,0.0,0.25,0.0,0.333,,,,0.0,0.0,0.0,,0.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,143.0,129.0,3369.0,0.502,4.8,0.993,0.535,0.317,0.088,0.054,0.007,0.505,0.579,0.437,0.412,0.323,0.0,0.614,0.09,48.0,0.0,4.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,74.0,1932.0,0.502,4.8,0.993,0.535,0.317,0.088,0.054,0.007,0.505,0.579,0.437,0.412,0.323,0.0,0.614,0.09,28.0,0.0,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),BOS (4 Yrs),,68.0,62.0,1746.0,0.563,3.8,0.991,0.584,0.272,0.096,0.039,0.009,0.568,0.615,0.516,0.469,0.462,0.0,0.628,0.105,33.0,0.0,3.0,0.0,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,67.0,67.0,1590.0,0.424,5.8,0.996,0.475,0.364,0.081,0.076,0.004,0.426,0.527,0.36,0.316,0.222,0.0,0.6,0.072,15.0,0.0,1.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,8.0,0.0,33.0,0.25,5.0,1.0,0.25,0.75,0.0,0.0,0.0,0.25,0.0,0.333,,,,0.0,0.0,0.0,,0.0,0.0,
