Season,Team,Lg,Salary
2013-14,Atlanta Hawks,NBA,"$1,348,200"
2014-15,Atlanta Hawks,NBA,"$1,690,680"
2015-16,Atlanta Hawks,NBA,"$1,763,400"
2016-17,Atlanta Hawks,NBA,"$2,708,582"
2017-18,Atlanta Hawks,NBA,"$15,500,000"
2018-19,Oklahoma City Thunder,NBA,"$15,500,000"
2019-20,Oklahoma City Thunder,NBA,"$15,500,000"
2020-21,Los Angeles Lakers,NBA,"$16,000,000"
2021-22,Houston Rockets,NBA,"$5,890,000"
2022-23,Los Angeles Lakers,NBA,"$1,836,090"
2023-24,Brooklyn Nets,NBA,"$12,405,000"
2024-25,Detroit Pistons,NBA,"$13,025,250"
Career,(may be incomplete),,"$103,167,202"
