Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,21,UTA,NBA,C,1,0,1,12.0,0.0,100.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,2.2,1.8,3.9,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,1,12.0,0.0,100.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,2.2,1.8,3.9,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,82,12.0,0.0,100.0,58.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.116,2.2,1.8,3.9,0.1,
