"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('Unnamed: 20_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 25_level_0', 'Awards')"
2020-21,21,UTA,NBA,C,15.0,0.0,57.0,0.444,2.9,1.0,0.778,0.222,0.0,0.0,0.0,0.444,0.571,0.0,,0.75,0.444,3.0,0.0,0.0,
2021-22,22,UTA,NBA,C,17.0,6.0,195.0,0.755,2.8,1.0,0.694,0.286,0.02,0.0,0.0,0.755,0.824,0.643,0.0,0.892,0.571,26.0,0.0,0.0,
2022-23,23,UTA,NBA,C,36.0,4.0,359.0,0.819,2.7,1.0,0.625,0.375,0.0,0.0,0.0,0.819,0.956,0.593,,0.864,0.625,42.0,0.0,0.0,
2023-24,24,PHO,NBA,C,16.0,0.0,113.0,0.696,2.7,1.0,0.696,0.261,0.043,0.0,0.0,0.696,0.813,0.5,0.0,0.563,0.522,10.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,84.0,10.0,724.0,0.758,2.8,1.0,0.667,0.32,0.013,0.0,0.0,0.758,0.863,0.571,0.0,0.828,0.582,81.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,10.0,707.0,0.758,2.8,1.0,0.667,0.32,0.013,0.0,0.0,0.758,0.863,0.571,0.0,0.828,0.582,79.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),UTA (3 Yrs),,68.0,10.0,611.0,0.769,2.8,1.0,0.662,0.331,0.008,0.0,0.0,0.769,0.872,0.581,0.0,0.87,0.592,71.0,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,16.0,0.0,113.0,0.696,2.7,1.0,0.696,0.261,0.043,0.0,0.0,0.696,0.813,0.5,0.0,0.563,0.522,10.0,0.0,0.0,
