"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2016-17,20,DET,NBA,PF,19.0,2.0,146.0,0.359,17.6,0.453,0.219,0.047,0.047,0.156,0.547,0.448,0.643,0.333,0.0,0.3,0.286,0.615,1.0,0.0,0.0,0.171,0.167,0.0,0.0,
2017-18,21,DET,NBA,PF,38.0,0.0,329.0,0.363,14.6,0.589,0.164,0.253,0.089,0.082,0.411,0.384,0.75,0.243,0.231,0.25,0.333,0.455,1.0,0.021,3.0,0.217,0.308,0.0,0.0,
2018-19,22,2TM,NBA,PF,19.0,0.0,259.0,0.411,14.7,0.6,0.253,0.211,0.074,0.063,0.4,0.386,0.542,0.2,0.429,0.333,0.447,0.727,0.882,0.011,1.0,0.395,0.333,0.0,0.0,
2018-19,22,DET,NBA,PF,2.0,0.0,25.0,0.4,15.9,0.6,0.1,0.3,0.0,0.2,0.4,0.333,1.0,0.0,,0.5,0.5,1.0,0.5,0.1,1.0,0.25,0.0,0.0,0.0,
2018-19,22,NYK,NBA,PF,17.0,0.0,234.0,0.412,13.5,0.6,0.271,0.2,0.082,0.047,0.4,0.392,0.522,0.235,0.429,0.25,0.441,0.7,0.933,0.0,0.0,0.412,0.357,0.0,0.0,
2019-20,23,BRK,NBA,C,5.0,0.0,15.0,0.143,16.0,0.429,0.286,0.143,0.0,0.0,0.571,0.333,0.5,0.0,,,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,
2020-21,24,TOR,NBA,PF,2.0,0.0,38.0,0.357,17.6,0.357,0.357,0.0,0.0,0.0,0.643,0.6,0.6,,,,0.222,0.333,1.0,0.071,1.0,0.333,0.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,83.0,2.0,787.0,0.371,15.9,0.552,0.212,0.187,0.071,0.086,0.448,0.4,0.638,0.23,0.261,0.286,0.336,0.556,0.959,0.015,5.0,0.267,0.256,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,2.0,778.0,0.371,15.9,0.552,0.212,0.187,0.071,0.086,0.448,0.4,0.638,0.23,0.261,0.286,0.336,0.556,0.959,0.015,5.0,0.267,0.256,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),,59.0,2.0,500.0,0.364,16.0,0.55,0.177,0.195,0.073,0.109,0.45,0.397,0.718,0.233,0.188,0.292,0.323,0.521,0.969,0.018,4.0,0.202,0.25,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,17.0,0.0,234.0,0.412,13.5,0.6,0.271,0.2,0.082,0.047,0.4,0.392,0.522,0.235,0.429,0.25,0.441,0.7,0.933,0.0,0.0,0.412,0.357,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,5.0,0.0,15.0,0.143,16.0,0.429,0.286,0.143,0.0,0.0,0.571,0.333,0.5,0.0,,,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,2.0,0.0,38.0,0.357,17.6,0.357,0.357,0.0,0.0,0.0,0.643,0.6,0.6,,,,0.222,0.333,1.0,0.071,1.0,0.333,0.0,0.0,0.0,
