Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,20,DET,NBA,PF,19.0,2.0,146.0,23.0,64.0,0.359,10.0,35.0,0.286,13.0,29.0,0.448,0.438,4.0,8.0,0.5,8.0,33.0,41.0,7.0,1.0,1.0,14.0,6.0,60.0,0.0,
2017-18,21,DET,NBA,PF,38.0,0.0,329.0,53.0,146.0,0.363,20.0,60.0,0.333,33.0,86.0,0.384,0.432,25.0,29.0,0.862,10.0,71.0,81.0,20.0,5.0,0.0,18.0,22.0,151.0,0.0,
2018-19,22,2TM,NBA,PF,19.0,0.0,259.0,39.0,95.0,0.411,17.0,38.0,0.447,22.0,57.0,0.386,0.5,19.0,25.0,0.76,5.0,61.0,66.0,16.0,7.0,2.0,9.0,27.0,114.0,0.0,
2018-19,22,DET,NBA,PF,2.0,0.0,25.0,4.0,10.0,0.4,2.0,4.0,0.5,2.0,6.0,0.333,0.5,2.0,2.0,1.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,2.0,12.0,0.0,
2018-19,22,NYK,NBA,PF,17.0,0.0,234.0,35.0,85.0,0.412,15.0,34.0,0.441,20.0,51.0,0.392,0.5,17.0,23.0,0.739,5.0,52.0,57.0,15.0,7.0,2.0,9.0,25.0,102.0,0.0,
2019-20,23,BRK,NBA,C,5.0,0.0,15.0,1.0,7.0,0.143,0.0,4.0,0.0,1.0,3.0,0.333,0.143,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,
2020-21,24,TOR,NBA,PF,2.0,0.0,38.0,5.0,14.0,0.357,2.0,9.0,0.222,3.0,5.0,0.6,0.429,3.0,4.0,0.75,3.0,9.0,12.0,5.0,0.0,0.0,0.0,7.0,15.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,83.0,2.0,787.0,121.0,326.0,0.371,49.0,146.0,0.336,72.0,180.0,0.4,0.446,51.0,66.0,0.773,28.0,178.0,206.0,49.0,13.0,3.0,41.0,63.0,342.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,2.0,778.0,120.0,322.0,0.371,48.0,144.0,0.336,71.0,178.0,0.4,0.446,50.0,65.0,0.773,28.0,176.0,204.0,48.0,13.0,3.0,41.0,62.0,338.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),DET (3 Yrs),,59.0,2.0,500.0,80.0,220.0,0.364,32.0,99.0,0.323,48.0,121.0,0.397,0.436,31.0,39.0,0.795,18.0,113.0,131.0,28.0,6.0,1.0,32.0,30.0,223.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,17.0,0.0,234.0,35.0,85.0,0.412,15.0,34.0,0.441,20.0,51.0,0.392,0.5,17.0,23.0,0.739,5.0,52.0,57.0,15.0,7.0,2.0,9.0,25.0,102.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,5.0,0.0,15.0,1.0,7.0,0.143,0.0,4.0,0.0,1.0,3.0,0.333,0.143,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,2.0,0.0,38.0,5.0,14.0,0.357,2.0,9.0,0.222,3.0,5.0,0.6,0.429,3.0,4.0,0.75,3.0,9.0,12.0,5.0,0.0,0.0,0.0,7.0,15.0,0.0,
