Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2022-23,23,LAC,NBA,PG,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048,-4.9,-2.8,-7.6,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048,-4.9,-2.8,-7.6,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.048,-4.9,-2.8,-7.6,-0.1,
