Season,Team,Lg,Salary
2021-22,Los Angeles Clippers,NBA,"$1,062,303"
2022-23,Los Angeles Clippers,NBA,"$1,563,518"
2023-24,Utah Jazz,NBA,(TW)
Career,(may be incomplete),,"$2,625,821"
