"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2004-05,25,SEA,NBA,SG,4.0,0.0,62.0,0.211,0.235,0.0,0.211,0.571,0.272,0.368,0.105,47.0,50.0,0.0,44.0,76.0,51.0,114.0,54.0,
2005-06,26,CLE,NBA,SG,13.0,5.0,399.0,0.33,0.364,0.208,0.353,0.813,0.416,0.286,0.214,73.0,76.0,58.0,72.0,109.0,78.0,86.0,106.0,
2006-07,27,DET,NBA,SG,12.0,0.0,136.0,0.355,0.379,0.0,0.355,0.727,0.419,0.355,0.065,77.0,78.0,0.0,71.0,97.0,77.0,108.0,30.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,29,ATL,NBA,SG,11.0,0.0,341.0,0.341,0.384,0.28,0.398,0.865,0.467,0.301,0.407,74.0,79.0,76.0,80.0,112.0,86.0,98.0,181.0,
2009-10,30,CHI,NBA,SG,5.0,0.0,97.0,0.405,0.44,0.333,0.459,1.0,0.518,0.216,0.324,88.0,89.0,94.0,92.0,132.0,95.0,72.0,146.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,45.0,5.0,1035.0,0.339,0.371,0.256,0.374,0.821,0.438,0.295,0.28,74.0,77.0,70.0,75.0,108.0,81.0,93.0,129.0,
,,,,,,,,,,,,,,,,,,,,,,,,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,13.0,5.0,399.0,0.33,0.364,0.208,0.353,0.813,0.416,0.286,0.214,73.0,76.0,58.0,72.0,109.0,78.0,86.0,106.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,12.0,0.0,136.0,0.355,0.379,0.0,0.355,0.727,0.419,0.355,0.065,77.0,78.0,0.0,71.0,97.0,77.0,108.0,30.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,11.0,0.0,341.0,0.341,0.384,0.28,0.398,0.865,0.467,0.301,0.407,74.0,79.0,76.0,80.0,112.0,86.0,98.0,181.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,0.0,97.0,0.405,0.44,0.333,0.459,1.0,0.518,0.216,0.324,88.0,89.0,94.0,92.0,132.0,95.0,72.0,146.0,
SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),,4.0,0.0,62.0,0.211,0.235,0.0,0.211,0.571,0.272,0.368,0.105,47.0,50.0,0.0,44.0,76.0,51.0,114.0,54.0,
