"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2011-12,19,CHA,NBA,C,63.0,41.0,1455.0,0.464,4.7,1.0,0.5,0.356,0.115,0.029,0.0,0.464,0.619,0.354,0.219,0.125,,0.698,0.162,40.0,,,0.0,0.0,
2012-13,20,CHA,NBA,C,80.0,65.0,2186.0,0.451,4.0,1.0,0.578,0.318,0.075,0.029,0.0,0.451,0.58,0.273,0.269,0.3,,0.667,0.197,57.0,,,0.0,0.0,
2013-14,21,CHA,NBA,C,77.0,9.0,1072.0,0.611,3.4,1.0,0.66,0.243,0.083,0.014,0.0,0.611,0.737,0.371,0.417,0.0,,0.716,0.257,37.0,,,0.0,0.0,
2014-15,22,CHO,NBA,C,64.0,21.0,1243.0,0.543,2.0,1.0,0.737,0.231,0.022,0.011,0.0,0.543,0.657,0.233,0.25,0.0,,0.564,0.242,43.0,,,0.0,0.0,
2015-16,23,TOR,NBA,C,82.0,22.0,1808.0,0.542,3.5,0.997,0.656,0.205,0.101,0.035,0.003,0.544,0.64,0.322,0.448,0.3,0.0,0.737,0.299,78.0,0.0,,0.0,0.0,
2016-17,24,ORL,NBA,C,81.0,27.0,1793.0,0.528,4.0,1.0,0.581,0.319,0.077,0.029,0.0,0.528,0.68,0.324,0.346,0.1,,0.816,0.23,69.0,,,0.0,0.0,
2017-18,25,ORL,NBA,C,82.0,25.0,1495.0,0.52,4.2,0.997,0.534,0.31,0.122,0.031,0.003,0.521,0.713,0.303,0.302,0.273,0.0,0.803,0.247,81.0,0.0,,0.0,0.0,
2018-19,26,CHO,NBA,C,54.0,32.0,783.0,0.571,4.2,1.0,0.647,0.224,0.083,0.045,0.0,0.571,0.673,0.4,0.385,0.286,,0.764,0.231,32.0,,,0.0,0.0,
2019-20,27,CHO,NBA,C,53.0,29.0,1029.0,0.543,3.6,1.0,0.604,0.32,0.065,0.011,0.0,0.543,0.702,0.315,0.278,0.0,,0.834,0.212,56.0,,,0.0,0.0,
2020-21,28,CHO,NBA,C,66.0,36.0,1349.0,0.587,2.8,0.996,0.698,0.256,0.037,0.004,0.004,0.589,0.692,0.355,0.333,0.0,0.0,0.873,0.318,70.0,1.0,0.0,0.0,0.0,
