Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-29,DET,@,MIA,"W, 138-135",,19,5,9,0.556,1,2,0.5,2,2,1.0,4,6,10,2,1,0,2,2,13,12.9,10
2025-11-28,DET,,ORL,"L, 109-112",,6,0,0,,0,0,,1,2,0.5,0,1,1,0,0,1,0,0,1,1.6,-5
2025-11-22,DET,@,MIL,"W, 129-116",,5,0,1,0.0,0,0,,2,2,1.0,0,1,1,0,0,0,0,0,2,1.6,-9
2025-11-18,DET,@,ATL,"W, 120-112",,9,2,2,1.0,0,0,,0,0,,0,2,2,0,1,0,0,0,4,5.0,0
2025-11-17,DET,,IND,"W, 127-112",,13,2,3,0.667,0,1,0.0,3,4,0.75,1,1,2,3,1,1,1,4,7,7.5,-3
