Season,Team,Lg,Salary
2022-23,San Antonio Spurs,NBA,"$2,385,480"
2023-24,San Antonio Spurs,NBA,"$2,504,640"
2024-25,San Antonio Spurs,NBA,"$2,624,280"
Career,(may be incomplete),,"$7,514,400"
