Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2010-11,22,OKC,NBA,C,18.0,0.0,142.0,2.0,3.8,0.533,0.0,0.0,2.0,3.8,0.533,0.533,0.5,1.0,0.5,3.3,5.6,8.9,1.0,1.3,1.8,2.0,7.6,4.6,
2011-12,23,OKC,NBA,C,26.0,0.0,173.0,4.6,8.7,0.524,0.0,0.0,4.6,8.7,0.524,0.524,2.7,2.9,0.929,2.7,7.3,10.0,0.6,1.7,3.3,1.9,4.6,11.9,
2012-13,24,2TM,NBA,C,45.0,0.0,388.0,4.1,7.4,0.55,0.0,0.0,4.1,7.4,0.55,0.55,1.1,1.9,0.6,2.8,8.4,11.1,0.8,0.5,2.1,2.1,5.6,9.3,
2012-13,24,HOU,NBA,C,30.0,0.0,213.0,3.9,7.3,0.535,0.0,0.0,3.9,7.3,0.535,0.535,0.7,1.5,0.444,2.0,7.6,9.6,1.0,0.5,1.5,2.4,6.9,8.5,
2012-13,24,SAC,NBA,C,15.0,0.0,175.0,4.3,7.6,0.568,0.0,0.0,4.3,7.6,0.568,0.568,1.6,2.3,0.727,3.7,9.3,13.0,0.6,0.4,2.9,1.9,3.9,10.3,
2013-14,25,NYK,NBA,C,46.0,2.0,330.0,3.6,6.7,0.541,0.0,0.0,3.6,6.7,0.541,0.541,2.8,3.3,0.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0,
2014-15,26,NYK,NBA,C,61.0,16.0,976.0,5.3,11.1,0.478,0.0,0.0,5.3,11.1,0.478,0.478,1.8,2.4,0.781,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5,
2015-16,27,LAC,NBA,C,60.0,5.0,800.0,6.0,10.1,0.596,0.0,0.0,6.0,10.1,0.596,0.596,2.7,3.8,0.714,3.9,9.1,13.0,2.3,2.1,3.1,2.9,6.3,14.8,
2016-17,28,MIN,NBA,C,62.0,0.0,531.0,3.1,5.8,0.523,0.0,0.0,3.1,5.8,0.523,0.523,1.0,1.5,0.682,3.5,7.3,10.7,1.7,1.7,1.6,1.2,5.8,7.1,
2017-18,29,MIN,NBA,C,21.0,0.0,49.0,3.7,11.0,0.333,0.0,0.0,3.7,11.0,0.333,0.333,1.5,4.4,0.333,2.2,8.8,11.0,2.2,1.5,0.7,0.7,8.1,8.8,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,339.0,23.0,3389.0,4.6,8.8,0.527,0.0,0.0,4.6,8.8,0.527,0.527,1.9,2.6,0.738,3.5,8.5,12.0,1.9,1.5,2.5,2.1,5.4,11.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,107.0,18.0,1306.0,4.9,10.0,0.489,0.0,0.0,4.9,10.0,0.489,0.489,2.1,2.6,0.809,3.8,9.1,12.9,2.5,1.2,2.6,2.1,4.5,11.9,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,83.0,0.0,580.0,3.1,6.3,0.495,0.0,0.0,3.1,6.3,0.495,0.495,1.1,1.7,0.607,3.4,7.4,10.7,1.7,1.7,1.5,1.1,6.0,7.3,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,44.0,0.0,315.0,3.4,6.5,0.526,0.0,0.0,3.4,6.5,0.526,0.526,1.7,2.1,0.833,3.0,6.5,9.5,0.8,1.5,2.6,1.9,5.9,8.6,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,60.0,5.0,800.0,6.0,10.1,0.596,0.0,0.0,6.0,10.1,0.596,0.596,2.7,3.8,0.714,3.9,9.1,13.0,2.3,2.1,3.1,2.9,6.3,14.8,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,30.0,0.0,213.0,3.9,7.3,0.535,0.0,0.0,3.9,7.3,0.535,0.535,0.7,1.5,0.444,2.0,7.6,9.6,1.0,0.5,1.5,2.4,6.9,8.5,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,15.0,0.0,175.0,4.3,7.6,0.568,0.0,0.0,4.3,7.6,0.568,0.568,1.6,2.3,0.727,3.7,9.3,13.0,0.6,0.4,2.9,1.9,3.9,10.3,
