Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2010-11,22,OKC,NBA,C,18.0,0.0,7.9,0.4,0.8,0.533,0.0,0.0,0.4,0.8,0.533,0.533,0.1,0.2,0.5,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0,
2011-12,23,OKC,NBA,C,26.0,0.0,6.7,0.8,1.6,0.524,0.0,0.0,0.8,1.6,0.524,0.524,0.5,0.5,0.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2,
2012-13,24,2TM,NBA,C,45.0,0.0,8.6,1.0,1.8,0.55,0.0,0.0,1.0,1.8,0.55,0.55,0.3,0.4,0.6,0.7,2.0,2.7,0.2,0.1,0.5,0.5,1.3,2.2,
2012-13,24,HOU,NBA,C,30.0,0.0,7.1,0.8,1.4,0.535,0.0,0.0,0.8,1.4,0.535,0.535,0.1,0.3,0.444,0.4,1.5,1.9,0.2,0.1,0.3,0.5,1.4,1.7,
2012-13,24,SAC,NBA,C,15.0,0.0,11.7,1.4,2.5,0.568,0.0,0.0,1.4,2.5,0.568,0.568,0.5,0.7,0.727,1.2,3.0,4.2,0.2,0.1,0.9,0.6,1.3,3.3,
2013-14,25,NYK,NBA,C,46.0,2.0,7.2,0.7,1.3,0.541,0.0,0.0,0.7,1.3,0.541,0.541,0.6,0.7,0.867,0.8,2.0,2.8,0.3,0.2,0.7,0.4,0.9,2.0,
2014-15,26,NYK,NBA,C,61.0,16.0,16.0,2.4,4.9,0.478,0.0,0.0,2.4,4.9,0.478,0.478,0.8,1.0,0.781,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,
2015-16,27,LAC,NBA,C,60.0,5.0,13.3,2.2,3.8,0.596,0.0,0.0,2.2,3.8,0.596,0.596,1.0,1.4,0.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,
2016-17,28,MIN,NBA,C,62.0,0.0,8.6,0.7,1.4,0.523,0.0,0.0,0.7,1.4,0.523,0.523,0.2,0.4,0.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,
2017-18,29,MIN,NBA,C,21.0,0.0,2.3,0.2,0.7,0.333,0.0,0.0,0.2,0.7,0.333,0.333,0.1,0.3,0.333,0.1,0.6,0.7,0.1,0.1,0.0,0.0,0.5,0.6,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,339.0,23.0,10.0,1.3,2.4,0.527,0.0,0.0,1.3,2.4,0.527,0.527,0.5,0.7,0.738,1.0,2.4,3.3,0.5,0.4,0.7,0.6,1.5,3.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,107.0,18.0,12.2,1.7,3.4,0.489,0.0,0.0,1.7,3.4,0.489,0.489,0.7,0.9,0.809,1.3,3.1,4.4,0.8,0.4,0.9,0.7,1.5,4.0,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,83.0,0.0,7.0,0.6,1.2,0.495,0.0,0.0,0.6,1.2,0.495,0.495,0.2,0.3,0.607,0.7,1.4,2.1,0.3,0.3,0.3,0.2,1.2,1.4,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,44.0,0.0,7.2,0.7,1.3,0.526,0.0,0.0,0.7,1.3,0.526,0.526,0.3,0.4,0.833,0.6,1.3,1.9,0.2,0.3,0.5,0.4,1.2,1.7,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,60.0,5.0,13.3,2.2,3.8,0.596,0.0,0.0,2.2,3.8,0.596,0.596,1.0,1.4,0.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,30.0,0.0,7.1,0.8,1.4,0.535,0.0,0.0,0.8,1.4,0.535,0.535,0.1,0.3,0.444,0.4,1.5,1.9,0.2,0.1,0.3,0.5,1.4,1.7,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,15.0,0.0,11.7,1.4,2.5,0.568,0.0,0.0,1.4,2.5,0.568,0.568,0.5,0.7,0.727,1.2,3.0,4.2,0.2,0.1,0.9,0.6,1.3,3.3,
