Season,Team,Lg,Salary
2012-13,Cleveland Cavaliers,NBA,"$1,563,120"
2013-14,Cleveland Cavaliers,NBA,"$1,633,440"
2014-15,Boston Celtics,NBA,"$1,703,760"
2015-16,Boston Celtics,NBA,"$2,616,975"
2016-17,Boston Celtics,NBA,"$8,000,000"
2017-18,Milwaukee Bucks,NBA,"$1,709,538"
2018-19,Atlanta Hawks,NBA,"$106,974"
2018-19,Memphis Grizzlies,NBA,"$64,185"
2019-20,San Antonio Spurs,NBA,"$245,686"
Career,(may be incomplete),,"$17,643,678"
