Season,Team,Lg,Salary
2020-21,Charlotte Hornets,NBA,"$1,350,000"
2021-22,Washington Wizards,NBA,"$1,517,981"
2022-23,Washington Wizards,NBA,"$1,782,621"
2022-23,Utah Jazz,NBA,"$100,000"
Career,(may be incomplete),,"$4,750,602"
