"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2000-01,23,SAC,NBA,C,9,0,66,.500,12.4,1.000,.182,.091,.364,.364,.000,.500,.750,1.000,.375,.375,,.727,,.045,1,,,0,0,
2001-02,24,2TM,NBA,C,23,0,181,.413,12.0,.952,.349,.095,.175,.333,.048,.433,.636,.833,.182,.238,.000,.769,,.079,4,.000,,0,0,
2001-02,24,SAC,NBA,C,12,0,71,.286,16.1,.952,.095,.048,.143,.667,.048,.300,.500,1.000,.333,.214,.000,.833,,.048,0,.000,,0,0,
2001-02,24,PHI,NBA,C,11,0,110,.476,7.9,.952,.476,.119,.190,.167,.048,.500,.650,.800,.125,.286,.000,.750,,.095,4,.000,,0,0,
2002-03,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2003-04,26,SAC,NBA,C,31,0,168,.371,13.0,.957,.200,.129,.157,.471,.043,.388,.643,.111,.273,.394,.000,.577,,.057,4,.333,.000,0,0,
2004-05,27,NJN,NBA,PF,45,2,648,.419,12.0,.986,.297,.041,.169,.480,.014,.418,.477,.333,.440,.380,.500,.836,1.000,.054,7,.000,,0,0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,108,2,1063,.413,12.3,.974,.277,.076,.182,.439,.026,.420,.560,.435,.345,.361,.125,.758,1.000,.059,16,.125,.000,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,2,807,.413,12.3,.974,.277,.076,.182,.439,.026,.420,.560,.435,.345,.361,.125,.758,1.000,.059,12,.125,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,52,0,305,.381,13.9,.965,.177,.106,.195,.487,.035,.394,.650,.333,.318,.345,.000,.651,,.053,5,.250,.000,0,0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,45,2,648,.419,12.0,.986,.297,.041,.169,.480,.014,.418,.477,.333,.440,.380,.500,.836,1.000,.054,7,.000,,0,0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,11,0,110,.476,7.9,.952,.476,.119,.190,.167,.048,.500,.650,.800,.125,.286,.000,.750,,.095,4,.000,,0,0,
