Highlight,Unnamed: 1,In Stathead
"Career high, Points",61.0,View full stats from top 20 games
"Career high, Rebounds",17.0,View full stats from top 20 games
"Career high, Assists",21.0,View full stats from top 20 games
"Career high, Steals",8.0,View full stats from top 20 games
"Career high, Blocks",5.0,View full stats from top 20 games
"Career high, Game Score",56.6,View full stats from top 20 games
Triple-Doubles,82.0,View all
