Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2011-12,21,PHI,NBA,C,1.0,0.0,3.0,0.6,0.266,0.0,2.0,0.0,39.6,18.7,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-0.183,-7.5,-7.4,-14.9,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,ORL,NBA,C,5.0,5.0,147.0,10.1,0.436,0.224,0.241,6.2,24.8,14.8,19.3,0.7,3.2,16.8,23.3,-0.3,0.1,-0.2,-0.054,-1.9,0.4,-1.5,0.0,
2019-20,29,ORL,NBA,C,5.0,5.0,185.0,22.9,0.604,0.396,0.099,4.8,26.9,15.3,22.9,1.0,1.7,10.1,29.7,0.3,0.2,0.5,0.126,6.2,1.1,7.3,0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,31,CHI,NBA,C,5.0,5.0,181.0,17.6,0.52,0.462,0.055,7.2,28.9,17.2,16.5,0.5,3.2,7.9,24.5,0.0,0.3,0.3,0.075,3.0,1.0,4.0,0.3,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,15.0,516.0,17.3,0.534,0.379,0.123,6.0,27.1,15.8,19.5,0.7,2.6,11.0,26.1,0.0,0.6,0.6,0.055,2.7,0.8,3.5,0.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,77.0,2645.0,17.3,0.534,0.379,0.123,6.0,27.1,15.8,19.5,0.7,2.6,11.0,26.1,0.0,3.0,3.0,0.055,2.7,0.8,3.5,3.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,10.0,10.0,332.0,17.2,0.544,0.337,0.148,5.4,26.0,15.1,21.3,0.9,2.3,12.6,26.9,0.0,0.3,0.3,0.046,2.6,0.8,3.4,0.5,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,5.0,181.0,17.6,0.52,0.462,0.055,7.2,28.9,17.2,16.5,0.5,3.2,7.9,24.5,0.0,0.3,0.3,0.075,3.0,1.0,4.0,0.3,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,1.0,0.0,3.0,0.6,0.266,0.0,2.0,0.0,39.6,18.7,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-0.183,-7.5,-7.4,-14.9,0.0,
