Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2019-20,25,UTA,NBA,PG,1,0,2,17.9,0.0,0.0,0.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.233,4.8,1.0,5.8,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,2,17.9,0.0,0.0,0.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.233,4.8,1.0,5.8,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,164,17.9,0.0,0.0,0.0,61.1,0.0,0.0,0.0,0.9,-0.1,0.8,0.233,4.8,1.0,5.8,0.4,
