"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Devin Ebanks,,0.4,0.3,-0.1
Linton Johnson,71.6,0.4,0.4,0.0
Juwan Morgan,63.9,0.3,0.3,0.1
Norvel Pelle,62.5,0.3,0.2,0.0
Vlatko ÄanÄar,61.9,0.4,0.3,0.1
Matt Ryan,61.2,0.5,0.3,0.0
Riney Lochmann,60.0,0.4,0.3,-0.2
Mel Davis,59.5,0.4,0.4,-0.2
Kelan Martin,57.8,0.4,0.2,0.0
Quincy Lewis,57.2,0.3,0.3,0.1
Jay Huff,55.5,0.5,0.2,0.0
