"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2006-07,19.0,UTA,NBA,2:48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
2007-08,20.0,UTA,NBA,8:28,2.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,4.3
2008-09,21.0,UTA,NBA,19:42,2.0,9.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,6.0,3.5
2009-10,22.0,UTA,NBA,41:03,8.0,15.0,2.0,7.0,7.0,9.0,7.0,8.0,2.0,4.0,4.0,6.0,3.0,3.0,5.0,5.0,21.0,18.8
2015-16,28.0,IND,NBA,19:21,2.0,8.0,1.0,5.0,2.0,6.0,2.0,2.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,6.0,3.8
2016-17,29.0,IND,NBA,25:03,4.0,7.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,9.0,7.0
2017-18,30.0,TOR,NBA,34:15,5.0,11.0,4.0,7.0,5.0,9.0,4.0,5.0,2.0,4.0,6.0,2.0,2.0,1.0,3.0,4.0,18.0,13.1
Career,,,,41:03,8.0,15.0,4.0,7.0,7.0,9.0,7.0,8.0,2.0,6.0,7.0,6.0,3.0,3.0,5.0,5.0,21.0,18.8
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,UTA,NBA,41:03,8.0,15.0,2.0,7.0,7.0,9.0,7.0,8.0,2.0,4.0,4.0,6.0,3.0,3.0,5.0,5.0,21.0,18.8
2 Seasons,,IND,NBA,25:03,4.0,8.0,2.0,5.0,3.0,6.0,2.0,2.0,2.0,6.0,7.0,1.0,2.0,1.0,2.0,5.0,9.0,7.0
1 Season,,TOR,NBA,34:15,5.0,11.0,4.0,7.0,5.0,9.0,4.0,5.0,2.0,4.0,6.0,2.0,2.0,1.0,3.0,4.0,18.0,13.1
