"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2006-07,21,NOK,NBA,PF,43.0,4.0,534.0,0.417,8.4,1.0,0.417,0.129,0.152,0.303,0.0,0.417,0.582,0.353,0.45,0.2,0.691,0.167,16.0,0.0,0.0,
2007-08,22,2TM,NBA,PF,14.0,0.0,87.0,0.286,6.3,1.0,0.5,0.214,0.143,0.143,0.0,0.286,0.571,0.0,0.0,0.0,1.0,0.286,3.0,0.0,0.0,
2007-08,22,CLE,NBA,PF,7.0,0.0,68.0,0.333,4.1,1.0,0.667,0.167,0.167,0.0,0.0,0.333,0.5,0.0,0.0,,1.0,0.333,1.0,0.0,0.0,
2007-08,22,CHI,NBA,PF,7.0,0.0,19.0,0.25,8.4,1.0,0.375,0.25,0.125,0.25,0.0,0.25,0.667,0.0,0.0,0.0,1.0,0.25,2.0,0.0,0.0,
2008-09,23,2TM,NBA,PF,18.0,0.0,84.0,0.44,5.9,1.0,0.56,0.28,0.12,0.04,0.0,0.44,0.571,0.286,0.333,0.0,0.545,0.16,4.0,0.0,0.0,
2008-09,23,CHI,NBA,PF,11.0,0.0,61.0,0.524,4.0,1.0,0.619,0.238,0.143,0.0,0.0,0.524,0.615,0.4,0.333,,0.545,0.19,4.0,0.0,0.0,
2008-09,23,SAC,NBA,PF,7.0,0.0,23.0,0.0,7.7,1.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,75.0,4.0,705.0,0.409,6.5,1.0,0.444,0.158,0.146,0.251,0.0,0.409,0.579,0.296,0.4,0.186,0.686,0.175,23.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,771.0,0.409,6.5,1.0,0.444,0.158,0.146,0.251,0.0,0.409,0.579,0.296,0.4,0.186,0.686,0.175,25.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,18.0,0.0,80.0,0.448,6.2,1.0,0.552,0.241,0.138,0.069,0.0,0.448,0.625,0.286,0.25,0.0,0.615,0.207,6.0,0.0,0.0,
NOK (1 Yr),NOK (1 Yr),NOK (1 Yr),NOK (1 Yr),,43.0,4.0,534.0,0.417,8.4,1.0,0.417,0.129,0.152,0.303,0.0,0.417,0.582,0.353,0.45,0.2,0.691,0.167,16.0,0.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,7.0,0.0,68.0,0.333,4.1,1.0,0.667,0.167,0.167,0.0,0.0,0.333,0.5,0.0,0.0,,1.0,0.333,1.0,0.0,0.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7.0,0.0,23.0,0.0,7.7,1.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,
