Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,22,UTA,NBA,SF,2,0,14,3,6,0.5,1,4,0.25,2,2,1.0,0.583,0,0,2,2,4,0,1,1,1,2,7,0,
2020-21,23,UTA,NBA,SG,8,0,41,0,5,0.0,0,5,0.0,0,0,,0.0,0,0,3,0,3,0,1,0,0,8,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,10,0,55,3,11,0.273,1,9,0.111,2,2,1.0,0.318,0,0,5,2,7,0,2,1,1,10,7,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,451,25,90,0.273,8,74,0.111,16,16,1.0,0.318,0,0,41,16,57,0,16,8,8,82,57,0,
