Season,Team,Lg,Salary
2010-11,Dallas Mavericks,NBA,"$1,110,120"
2011-12,Dallas Mavericks,NBA,"$1,193,280"
2012-13,Dallas Mavericks,NBA,"$1,276,560"
Career,(may be incomplete),,"$3,579,960"
