"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2004-05,20,BOS,NBA,PF,7.0,0.0,136.0,0.415,3.9,1.0,0.488,0.463,0.049,0.0,0.0,0.415,0.45,0.421,0.0,,,0.353,0.098,4.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,27,UTA,NBA,C,4.0,4.0,141.0,0.529,11.5,0.985,0.191,0.309,0.191,0.294,0.015,0.537,0.692,0.571,0.308,0.55,0.0,0.472,0.0,0.0,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,29,CHA,NBA,C,3.0,3.0,106.0,0.491,7.7,1.0,0.283,0.434,0.113,0.17,0.0,0.491,0.6,0.435,0.5,0.444,,0.769,0.0,0.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,31,CHO,NBA,C,7.0,5.0,168.0,0.506,6.9,1.0,0.349,0.337,0.229,0.084,0.0,0.506,0.724,0.393,0.474,0.143,,0.452,0.06,4.0,,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,21.0,12.0,551.0,0.494,7.5,0.996,0.314,0.371,0.163,0.147,0.004,0.496,0.623,0.451,0.4,0.444,0.0,0.512,0.037,8.0,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,47.0,2152.0,0.494,7.5,0.996,0.314,0.371,0.163,0.147,0.004,0.496,0.623,0.451,0.4,0.444,0.0,0.512,0.037,31.0,0.0,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),,10.0,8.0,274.0,0.5,7.3,1.0,0.324,0.375,0.184,0.118,0.0,0.5,0.682,0.412,0.48,0.313,,0.574,0.037,4.0,,0.0,0.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,7.0,0.0,136.0,0.415,3.9,1.0,0.488,0.463,0.049,0.0,0.0,0.415,0.45,0.421,0.0,,,0.353,0.098,4.0,,0.0,0.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,4.0,4.0,141.0,0.529,11.5,0.985,0.191,0.309,0.191,0.294,0.015,0.537,0.692,0.571,0.308,0.55,0.0,0.472,0.0,0.0,0.0,1.0,0.0,
