Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,24,OKC,NBA,PG,2,0,21,2,5,0.4,1,3,0.333,1,2,0.5,0.5,0,0,0,3,3,5,1,0,0,1,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,21,2,5,0.4,1,3,0.333,1,2,0.5,0.5,0,0,0,3,3,5,1,0,0,1,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,861,82,205,0.4,41,123,0.333,41,82,0.5,0.5,0,0,0,123,123,205,41,0,0,41,205,0,
