Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2016-17,24,OKC,NBA,PG,2,0,21,4.6,11.6,0.4,2.3,7.0,0.333,2.3,4.6,0.5,0.5,0.0,0.0,0.0,7.0,7.0,11.6,2.3,0.0,0.0,2.3,11.6,136,115,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,21,4.6,11.6,0.4,2.3,7.0,0.333,2.3,4.6,0.5,0.5,0.0,0.0,0.0,7.0,7.0,11.6,2.3,0.0,0.0,2.3,11.6,136,115,
