"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2015-16,22,DET,NBA,PG,1.0,0.0,2.0,1.0,1.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,,0.0,0.0,,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,25,BRK,NBA,PG,5.0,0.0,131.0,0.435,12.2,0.613,0.371,0.226,0.016,0.0,0.387,0.474,0.696,0.143,0.0,,0.375,0.444,0.444,0.032,2.0,0.25,0.5,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,28,DAL,NBA,PG,18.0,3.0,501.0,0.417,16.3,0.5,0.146,0.234,0.094,0.026,0.5,0.417,0.536,0.378,0.333,0.4,0.417,0.225,0.625,0.005,1.0,0.198,0.684,1.0,0.0,
2022-23,29,BRK,NBA,PG,4.0,4.0,159.0,0.431,13.9,0.647,0.216,0.216,0.176,0.039,0.353,0.455,0.636,0.455,0.333,0.0,0.389,0.267,0.429,0.0,0.0,0.111,0.5,0.0,0.0,
2023-24,30,LAL,NBA,PG,5.0,0.0,73.0,0.357,16.0,0.429,0.143,0.286,0.0,0.0,0.571,0.5,1.0,0.25,,,0.25,0.667,1.0,0.0,0.0,0.375,0.667,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,33.0,7.0,866.0,0.422,11.9,0.544,0.203,0.231,0.088,0.022,0.456,0.443,0.631,0.338,0.321,0.286,0.397,0.312,0.586,0.009,3.0,0.205,0.633,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,17.0,2152.0,0.422,11.9,0.544,0.203,0.231,0.088,0.022,0.456,0.443,0.631,0.338,0.321,0.286,0.397,0.312,0.586,0.009,7.0,0.205,0.633,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,9.0,4.0,290.0,0.434,13.0,0.628,0.301,0.221,0.088,0.018,0.372,0.465,0.676,0.28,0.3,0.0,0.381,0.364,0.438,0.018,2.0,0.19,0.5,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,18.0,3.0,501.0,0.417,16.3,0.5,0.146,0.234,0.094,0.026,0.5,0.417,0.536,0.378,0.333,0.4,0.417,0.225,0.625,0.005,1.0,0.198,0.684,1.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,5.0,0.0,73.0,0.357,16.0,0.429,0.143,0.286,0.0,0.0,0.571,0.5,1.0,0.25,,,0.25,0.667,1.0,0.0,0.0,0.375,0.667,0.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,1.0,0.0,2.0,1.0,1.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,,0.0,0.0,,,0.0,0.0,
