Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,22,DET,NBA,PG,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,25,BRK,NBA,PG,5.0,0.0,131.0,27.0,62.0,0.435,9.0,24.0,0.375,18.0,38.0,0.474,0.508,10.0,14.0,0.714,4.0,9.0,13.0,8.0,2.0,0.0,8.0,10.0,73.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,28,DAL,NBA,PG,18.0,3.0,501.0,80.0,192.0,0.417,40.0,96.0,0.417,40.0,96.0,0.417,0.521,55.0,67.0,0.821,8.0,36.0,44.0,65.0,15.0,6.0,29.0,42.0,255.0,0.0,
2022-23,29,BRK,NBA,PG,4.0,4.0,159.0,22.0,51.0,0.431,7.0,18.0,0.389,15.0,33.0,0.455,0.5,15.0,22.0,0.682,1.0,12.0,13.0,26.0,5.0,1.0,12.0,7.0,66.0,0.0,
2023-24,30,LAL,NBA,PG,5.0,0.0,73.0,5.0,14.0,0.357,2.0,8.0,0.25,3.0,6.0,0.5,0.429,3.0,6.0,0.5,1.0,6.0,7.0,8.0,2.0,1.0,1.0,7.0,15.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,33.0,7.0,866.0,135.0,320.0,0.422,58.0,146.0,0.397,77.0,174.0,0.443,0.513,83.0,109.0,0.761,14.0,63.0,77.0,108.0,24.0,8.0,50.0,66.0,411.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,17.0,2152.0,335.0,795.0,0.422,144.0,363.0,0.397,191.0,432.0,0.443,0.513,206.0,271.0,0.761,35.0,157.0,191.0,268.0,60.0,20.0,124.0,164.0,1021.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,9.0,4.0,290.0,49.0,113.0,0.434,16.0,42.0,0.381,33.0,71.0,0.465,0.504,25.0,36.0,0.694,5.0,21.0,26.0,34.0,7.0,1.0,20.0,17.0,139.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,18.0,3.0,501.0,80.0,192.0,0.417,40.0,96.0,0.417,40.0,96.0,0.417,0.521,55.0,67.0,0.821,8.0,36.0,44.0,65.0,15.0,6.0,29.0,42.0,255.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,5.0,0.0,73.0,5.0,14.0,0.357,2.0,8.0,0.25,3.0,6.0,0.5,0.429,3.0,6.0,0.5,1.0,6.0,7.0,8.0,2.0,1.0,1.0,7.0,15.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,
