"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2009-10,22,PHO,NBA,PF,3.0,0.0,13.0,0.333,9.8,1.0,0.333,0.0,0.333,0.333,0.0,0.333,1.0,,0.0,0.0,,1.0,,0.333,1.0,,,0.0,0.0,
2010-11,23,ORL,NBA,SF,1.0,0.0,6.0,0.333,13.1,1.0,0.333,0.0,0.0,0.667,0.0,0.333,1.0,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,
2011-12,24,ORL,NBA,PF,5.0,0.0,88.0,0.444,6.8,1.0,0.5,0.222,0.056,0.222,0.0,0.444,0.667,0.5,0.0,0.0,,0.75,,0.222,4.0,,,0.0,0.0,
2012-13,25,LAL,NBA,PF,4.0,1.0,82.0,0.368,15.3,0.789,0.105,0.105,0.263,0.316,0.211,0.467,1.0,0.5,0.2,0.5,0.0,0.714,,0.0,0.0,0.25,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,27,BRK,NBA,PF,2.0,0.0,13.0,0.2,19.2,0.7,0.0,0.2,0.0,0.5,0.3,0.0,,0.0,,0.0,0.667,,1.0,0.0,0.0,0.0,,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,15.0,1.0,202.0,0.358,12.8,0.868,0.245,0.151,0.132,0.34,0.132,0.37,0.769,0.375,0.143,0.167,0.286,0.706,1.0,0.094,5.0,0.143,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,5.0,1104.0,0.358,12.8,0.868,0.245,0.151,0.132,0.34,0.132,0.37,0.769,0.375,0.143,0.167,0.286,0.706,1.0,0.094,27.0,0.143,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,6.0,0.0,94.0,0.429,9.9,1.0,0.476,0.19,0.048,0.286,0.0,0.429,0.7,0.5,0.0,0.0,,0.667,,0.19,4.0,,,0.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,1.0,82.0,0.368,15.3,0.789,0.105,0.105,0.263,0.316,0.211,0.467,1.0,0.5,0.2,0.5,0.0,0.714,,0.0,0.0,0.25,0.0,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,3.0,0.0,13.0,0.333,9.8,1.0,0.333,0.0,0.333,0.333,0.0,0.333,1.0,,0.0,0.0,,1.0,,0.333,1.0,,,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,2.0,0.0,13.0,0.2,19.2,0.7,0.0,0.2,0.0,0.5,0.3,0.0,,0.0,,0.0,0.667,,1.0,0.0,0.0,0.0,,0.0,0.0,
