"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2009-10,22,PHO,NBA,PF,51.0,0.0,383.0,0.371,0.37,0.4,0.377,0.722,0.42,0.238,0.033,80.0,75.0,113.0,75.0,95.0,77.0,79.0,15.0,-37.2,-41.2,
2010-11,23,2TM,NBA,SF,42.0,0.0,464.0,0.43,0.444,0.0,0.43,0.574,0.456,0.297,0.032,94.0,91.0,0.0,86.0,75.0,84.0,99.0,14.0,-21.5,-30.4,
2010-11,23,PHO,NBA,SF,9.0,0.0,72.0,0.387,0.387,,0.387,0.5,0.41,0.323,0.0,84.0,79.0,,78.0,65.0,76.0,108.0,0.0,-6.9,-9.3,
2010-11,23,ORL,NBA,SF,33.0,0.0,392.0,0.441,0.459,0.0,0.441,0.595,0.468,0.291,0.039,96.0,94.0,0.0,88.0,78.0,86.0,97.0,18.0,-14.6,-21.1,
2011-12,24,ORL,NBA,PF,45.0,1.0,559.0,0.367,0.367,,0.367,0.724,0.405,0.209,0.0,82.0,77.0,,75.0,96.0,77.0,76.0,0.0,-33.5,-37.0,
2012-13,25,LAL,NBA,PF,59.0,36.0,1363.0,0.44,0.479,0.337,0.486,0.697,0.51,0.197,0.269,97.0,99.0,94.0,98.0,93.0,95.0,73.0,111.0,-8.2,-20.5,
2013-14,26,2TM,NBA,PF,54.0,17.0,768.0,0.372,0.403,0.336,0.45,0.647,0.466,0.13,0.467,82.0,83.0,93.0,90.0,86.0,86.0,46.0,180.0,-26.5,-41.5,
2013-14,26,CLE,NBA,PF,45.0,17.0,698.0,0.375,0.403,0.345,0.458,0.583,0.467,0.1,0.483,83.0,83.0,96.0,91.0,77.0,86.0,35.0,186.0,-20.5,-37.0,
2013-14,26,NYK,NBA,PF,9.0,0.0,70.0,0.333,0.4,0.167,0.357,0.8,0.453,0.476,0.286,73.0,82.0,46.0,71.0,106.0,84.0,168.0,110.0,-6.0,-4.5,
2014-15,27,BRK,NBA,PF,10.0,0.0,93.0,0.367,0.438,0.286,0.433,0.25,0.425,0.133,0.467,82.0,90.0,82.0,87.0,33.0,80.0,49.0,174.0,-3.8,-6.9,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,261.0,54.0,3630.0,0.403,0.424,0.328,0.439,0.664,0.465,0.201,0.222,89.0,87.0,91.0,88.0,88.0,87.0,71.0,88.0,-130.7,-177.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,78.0,1.0,951.0,0.402,0.41,0.0,0.402,0.652,0.436,0.248,0.019,89.0,85.0,0.0,82.0,86.0,81.0,86.0,8.0,-48.1,-58.1,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,60.0,0.0,455.0,0.374,0.373,0.4,0.379,0.674,0.418,0.253,0.027,81.0,76.0,113.0,76.0,89.0,77.0,84.0,12.0,-44.1,-50.5,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,59.0,36.0,1363.0,0.44,0.479,0.337,0.486,0.697,0.51,0.197,0.269,97.0,99.0,94.0,98.0,93.0,95.0,73.0,111.0,-8.2,-20.5,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,45.0,17.0,698.0,0.375,0.403,0.345,0.458,0.583,0.467,0.1,0.483,83.0,83.0,96.0,91.0,77.0,86.0,35.0,186.0,-20.5,-37.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,10.0,0.0,93.0,0.367,0.438,0.286,0.433,0.25,0.425,0.133,0.467,82.0,90.0,82.0,87.0,33.0,80.0,49.0,174.0,-3.8,-6.9,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,9.0,0.0,70.0,0.333,0.4,0.167,0.357,0.8,0.453,0.476,0.286,73.0,82.0,46.0,71.0,106.0,84.0,168.0,110.0,-6.0,-4.5,
