"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2019-20,19.0,NYK,NBA,46:05,10.0,21.0,5.0,8.0,9.0,17.0,9.0,13.0,6.0,10.0,15.0,9.0,6.0,2.0,5.0,5.0,27.0,24.4
2020-21,20.0,NYK,NBA,46:06,12.0,22.0,6.0,11.0,9.0,19.0,10.0,11.0,5.0,11.0,12.0,7.0,3.0,2.0,6.0,6.0,32.0,25.7
2021-22,21.0,NYK,NBA,49:37,13.0,28.0,7.0,11.0,10.0,21.0,14.0,22.0,4.0,14.0,15.0,7.0,3.0,2.0,7.0,5.0,46.0,31.7
2022-23,22.0,NYK,NBA,50:08,14.0,27.0,6.0,12.0,13.0,19.0,10.0,14.0,4.0,10.0,11.0,7.0,3.0,3.0,6.0,6.0,44.0,31.7
2023-24,23.0,TOT,NBA,43:24,13.0,21.0,5.0,9.0,12.0,17.0,9.0,13.0,3.0,10.0,11.0,9.0,2.0,3.0,6.0,5.0,37.0,33.2
2023-24,23.0,NYK,NBA,36:39,11.0,21.0,5.0,9.0,8.0,15.0,9.0,9.0,3.0,7.0,8.0,6.0,1.0,1.0,5.0,5.0,27.0,21.4
2023-24,23.0,TOR,NBA,43:24,13.0,20.0,5.0,8.0,12.0,17.0,9.0,13.0,3.0,10.0,11.0,9.0,2.0,3.0,6.0,5.0,37.0,33.2
2024-25,24.0,TOR,NBA,42:29,15.0,27.0,4.0,11.0,12.0,24.0,10.0,12.0,4.0,11.0,11.0,15.0,3.0,3.0,6.0,5.0,39.0,30.1
2025-26,25.0,TOR,NBA,36:11,10.0,21.0,4.0,8.0,8.0,14.0,8.0,12.0,3.0,8.0,9.0,6.0,2.0,2.0,4.0,5.0,27.0,22.9
Career,,,,50:08,15.0,28.0,7.0,12.0,13.0,24.0,14.0,22.0,6.0,14.0,15.0,15.0,6.0,3.0,7.0,6.0,46.0,33.2
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,NYK,NBA,50:08,14.0,28.0,7.0,12.0,13.0,21.0,14.0,22.0,6.0,14.0,15.0,9.0,6.0,3.0,7.0,6.0,46.0,31.7
3 Seasons,,TOR,NBA,43:24,15.0,27.0,5.0,11.0,12.0,24.0,10.0,13.0,4.0,11.0,11.0,15.0,3.0,3.0,6.0,5.0,39.0,33.2
