Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2005-06,18,LAL,NBA,C,46,0,338,5.2,12.8,.402,0.0,0.0,,5.2,12.8,.402,.402,1.2,4.2,.296,5.3,7.2,12.5,1.4,0.6,3.4,2.7,8.7,11.6,87,105,
2006-07,19,LAL,NBA,C,82,53,1793,7.1,12.7,.558,0.0,0.1,.000,7.1,12.6,.561,.558,4.1,6.1,.668,4.0,9.9,13.9,2.7,0.3,3.7,3.3,7.1,18.2,110,106,
2007-08,20,LAL,NBA,C,35,25,1008,9.4,14.8,.636,0.0,0.0,,9.4,14.8,.636,.636,4.1,5.9,.695,5.2,12.5,17.7,3.0,0.6,3.6,2.6,4.9,22.9,127,101,
2008-09,21,LAL,NBA,C,50,50,1446,9.9,17.7,.560,0.0,0.0,,9.9,17.7,.560,.560,5.4,7.6,.707,4.8,9.2,14.0,2.5,0.6,3.2,3.0,5.5,25.1,118,104,
2009-10,22,LAL,NBA,C,65,65,1977,10.3,18.0,.570,0.0,0.0,.000,10.3,18.0,.571,.570,5.0,6.8,.739,4.6,9.5,14.2,1.8,0.9,2.5,3.0,5.0,25.6,117,102,
2010-11,23,LAL,NBA,C,54,47,1500,8.4,14.6,.574,0.0,0.0,,8.4,14.6,.574,.574,4.9,7.4,.660,6.0,11.9,17.9,2.6,0.7,3.7,2.6,4.9,21.6,121,100,DPOY-22
2011-12,24,LAL,NBA,C,60,60,2112,11.1,20.0,.558,0.0,0.1,.200,11.1,19.9,.560,.558,5.9,8.5,.692,4.8,13.0,17.8,2.1,0.7,2.9,3.8,2.6,28.2,112,100,"AS,NBA2"
2012-13,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2013-14,26,2TM,NBA,C,26,19,516,9.4,22.5,.418,0.0,0.0,,9.4,22.5,.418,.418,3.7,4.9,.755,5.3,9.2,14.5,2.9,0.6,2.9,3.4,3.1,22.5,95,105,
2013-14,26,CLE,NBA,C,24,19,480,9.1,21.8,.419,0.0,0.0,,9.1,21.8,.419,.419,3.4,4.5,.762,5.0,8.5,13.5,2.9,0.6,3.0,3.2,3.0,21.7,96,106,
2013-14,26,IND,NBA,C,2,0,36,13.0,31.7,.409,0.0,0.0,,13.0,31.7,.409,.409,7.2,10.1,.714,8.7,18.7,27.4,2.9,0.0,1.4,5.8,4.3,33.2,93,95,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,418,319,10690,9.3,16.7,.556,0.0,0.0,.111,9.3,16.7,.557,.556,4.8,6.9,.690,4.9,10.7,15.6,2.4,0.6,3.2,3.1,5.0,23.4,114,103,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (7 Yrs),LAL (7 Yrs),LAL (7 Yrs),LAL (7 Yrs),,392,300,10174,9.3,16.4,.566,0.0,0.0,.111,9.3,16.4,.567,.566,4.8,7.0,.687,4.9,10.8,15.7,2.3,0.6,3.2,3.1,5.1,23.4,116,102,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,24,19,480,9.1,21.8,.419,0.0,0.0,,9.1,21.8,.419,.419,3.4,4.5,.762,5.0,8.5,13.5,2.9,0.6,3.0,3.2,3.0,21.7,96,106,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,2,0,36,13.0,31.7,.409,0.0,0.0,,13.0,31.7,.409,.409,7.2,10.1,.714,8.7,18.7,27.4,2.9,0.0,1.4,5.8,4.3,33.2,93,95,
