Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,24,NYK,NBA,SF,9,0,22,9.0,20.3,0.444,0.0,2.3,0.0,9.0,18.0,0.5,0.444,0.0,0.0,2.3,4.5,6.8,4.5,2.3,0.0,4.5,6.8,18.0,86,115,
1 Yr,1 Yr,1 Yr,1 Yr,,9,0,22,9.0,20.3,0.444,0.0,2.3,0.0,9.0,18.0,0.5,0.444,0.0,0.0,2.3,4.5,6.8,4.5,2.3,0.0,4.5,6.8,18.0,86,115,
