Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,22,TOR,NBA,PF,55.0,38.0,859.0,103.0,205.0,0.502,1.0,7.0,0.143,102.0,198.0,0.515,0.505,22.0,32.0,0.688,64.0,121.0,185.0,17.0,26.0,45.0,33.0,109.0,229.0,0.0,
2017-18,23,TOR,NBA,PF,81.0,5.0,1679.0,253.0,498.0,0.508,29.0,132.0,0.22,224.0,366.0,0.612,0.537,54.0,87.0,0.621,79.0,285.0,364.0,159.0,62.0,42.0,67.0,166.0,589.0,0.0,
2018-19,24,TOR,NBA,PF,80.0,79.0,2548.0,519.0,945.0,0.549,79.0,214.0,0.369,440.0,731.0,0.602,0.591,237.0,302.0,0.785,124.0,425.0,549.0,248.0,73.0,52.0,154.0,241.0,1354.0,0.0,MIP-1
2019-20,25,TOR,NBA,PF,60.0,60.0,2110.0,500.0,1104.0,0.453,131.0,365.0,0.359,369.0,739.0,0.499,0.512,240.0,303.0,0.792,64.0,375.0,439.0,207.0,61.0,53.0,148.0,170.0,1371.0,0.0,"MVP-10,AS,NBA2"
2020-21,26,TOR,NBA,PF,56.0,56.0,2006.0,437.0,961.0,0.455,73.0,246.0,0.297,364.0,715.0,0.509,0.493,249.0,301.0,0.827,95.0,310.0,405.0,250.0,64.0,37.0,130.0,174.0,1196.0,1.0,
2021-22,27,TOR,NBA,PF,68.0,68.0,2578.0,596.0,1207.0,0.494,75.0,218.0,0.344,521.0,989.0,0.527,0.525,284.0,379.0,0.749,128.0,452.0,580.0,360.0,85.0,42.0,181.0,225.0,1551.0,2.0,NBA3
2022-23,28,TOR,NBA,PF,71.0,71.0,2652.0,630.0,1313.0,0.48,93.0,287.0,0.324,537.0,1026.0,0.523,0.515,367.0,474.0,0.774,131.0,425.0,556.0,415.0,65.0,36.0,169.0,228.0,1720.0,2.0,AS
2023-24,29,2TM,NBA,PF,80.0,80.0,2657.0,681.0,1271.0,0.536,85.0,246.0,0.346,596.0,1025.0,0.581,0.569,290.0,396.0,0.732,139.0,426.0,565.0,342.0,63.0,25.0,141.0,193.0,1737.0,1.0,
2023-24,29,TOR,NBA,PF,39.0,39.0,1354.0,325.0,623.0,0.522,46.0,145.0,0.317,279.0,478.0,0.584,0.559,169.0,223.0,0.758,54.0,192.0,246.0,190.0,32.0,10.0,83.0,87.0,865.0,0.0,
2023-24,29,IND,NBA,PF,41.0,41.0,1303.0,356.0,648.0,0.549,39.0,101.0,0.386,317.0,547.0,0.58,0.579,121.0,173.0,0.699,85.0,234.0,319.0,152.0,31.0,15.0,58.0,106.0,872.0,1.0,
2024-25,30,IND,NBA,PF,78.0,78.0,2548.0,613.0,1182.0,0.519,126.0,324.0,0.389,487.0,858.0,0.568,0.572,226.0,308.0,0.734,133.0,407.0,540.0,263.0,70.0,42.0,109.0,189.0,1578.0,0.0,AS
2025-26,31,IND,NBA,PF,14.0,14.0,490.0,122.0,266.0,0.459,27.0,77.0,0.351,95.0,189.0,0.503,0.509,75.0,110.0,0.682,23.0,73.0,96.0,69.0,16.0,6.0,34.0,45.0,346.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,643.0,549.0,20127.0,4454.0,8952.0,0.498,719.0,2116.0,0.34,3735.0,6836.0,0.546,0.538,2044.0,2692.0,0.759,980.0,3299.0,4279.0,2330.0,585.0,380.0,1166.0,1740.0,11671.0,6.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,70.0,2567.0,568.0,1142.0,0.498,92.0,270.0,0.34,476.0,872.0,0.546,0.538,261.0,343.0,0.759,125.0,421.0,546.0,297.0,75.0,48.0,149.0,222.0,1488.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (8 Yrs),TOR (8 Yrs),TOR (8 Yrs),TOR (8 Yrs),,510.0,416.0,15786.0,3363.0,6856.0,0.491,527.0,1614.0,0.327,2836.0,5242.0,0.541,0.529,1622.0,2101.0,0.772,739.0,2585.0,3324.0,1846.0,468.0,317.0,965.0,1400.0,8875.0,5.0,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,133.0,133.0,4341.0,1091.0,2096.0,0.521,192.0,502.0,0.382,899.0,1594.0,0.564,0.566,422.0,591.0,0.714,241.0,714.0,955.0,484.0,117.0,63.0,201.0,340.0,2796.0,1.0,
