Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2017-18,19,BRK,NBA,C,72.0,31.0,1441.0,17.5,0.636,0.038,0.37,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5,
2018-19,20,BRK,NBA,C,80.0,80.0,2096.0,18.5,0.632,0.079,0.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,DPOY-9
2019-20,21,BRK,NBA,C,70.0,64.0,1852.0,20.7,0.664,0.013,0.581,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,5.2,2.9,8.2,0.212,1.4,1.0,2.3,2.0,DPOY-12
2020-21,22,2TM,NBA,C,63.0,45.0,1864.0,20.1,0.661,0.039,0.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4,
2020-21,22,BRK,NBA,C,12.0,5.0,320.0,21.5,0.73,0.0,0.938,13.8,28.6,21.6,8.3,1.1,5.2,19.3,15.5,1.0,0.5,1.4,0.216,1.7,0.9,2.6,0.4,
2020-21,22,CLE,NBA,C,51.0,40.0,1544.0,19.8,0.649,0.046,0.549,11.2,25.9,18.3,8.8,0.8,4.1,13.1,16.8,3.4,1.6,5.0,0.155,1.2,-0.4,0.8,1.1,
2021-22,23,CLE,NBA,C,56.0,56.0,1809.0,23.0,0.698,0.018,0.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3.0,8.5,0.225,2.7,1.2,3.9,2.7,AS
2022-23,24,CLE,NBA,C,68.0,68.0,2220.0,19.9,0.67,0.016,0.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,0.205,1.3,1.0,2.4,2.4,
2023-24,25,CLE,NBA,C,77.0,77.0,2442.0,21.8,0.664,0.007,0.383,11.3,25.8,18.7,13.2,1.1,3.0,11.2,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3.0,3.1,DPOY-10
2024-25,26,CLE,NBA,C,82.0,82.0,2296.0,22.1,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,7.6,4.0,11.6,0.243,3.0,1.2,4.2,3.6,
2025-26,27,CLE,NBA,C,14.0,14.0,364.0,20.7,0.627,0.029,0.467,9.5,22.6,15.8,10.9,1.9,3.0,11.8,21.0,0.8,0.6,1.3,0.176,1.1,0.7,1.9,0.4,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,582.0,517.0,16384.0,20.6,0.669,0.026,0.448,11.2,24.5,17.9,8.9,1.1,3.7,12.3,16.9,42.7,25.4,68.1,0.199,1.5,0.9,2.4,18.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,73.0,2308.0,20.6,0.669,0.026,0.448,11.2,24.5,17.9,8.9,1.1,3.7,12.3,16.9,6.0,3.6,9.6,0.199,1.5,0.9,2.4,2.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (6 Yrs),CLE (6 Yrs),CLE (6 Yrs),CLE (6 Yrs),,348.0,337.0,10675.0,21.3,0.679,0.017,0.42,11.3,25.2,18.3,9.7,1.2,3.3,11.8,17.5,29.5,17.1,46.6,0.21,2.1,0.9,2.9,13.3,
BRK (4 Yrs),BRK (4 Yrs),BRK (4 Yrs),BRK (4 Yrs),,234.0,180.0,5709.0,19.1,0.648,0.044,0.506,11.0,23.1,17.1,7.6,1.0,4.4,13.4,15.7,13.3,8.2,21.5,0.181,0.4,0.9,1.3,4.8,
