Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,20,BRK,NBA,C,5.0,5.0,110.0,6.2,10.5,0.594,0.0,0.0,6.2,10.5,0.594,0.594,5.6,6.5,0.85,4.9,6.2,11.1,3.6,1.0,1.0,2.6,4.3,18.0,
2019-20,21,BRK,NBA,C,4.0,4.0,132.0,3.8,6.5,0.583,0.0,0.0,3.8,6.5,0.583,0.583,3.5,4.4,0.813,4.6,11.5,16.1,2.5,0.5,1.9,3.0,1.9,11.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,24,CLE,NBA,C,5.0,5.0,191.0,4.1,6.8,0.611,0.0,0.0,4.1,6.8,0.611,0.611,0.6,1.1,0.5,2.8,4.1,7.0,2.3,0.8,0.9,0.6,1.9,8.9,
2023-24,25,CLE,NBA,C,4.0,4.0,127.0,7.1,10.5,0.676,0.0,0.0,7.1,10.5,0.676,0.676,5.1,7.4,0.692,4.3,11.3,15.6,1.4,1.4,1.1,1.4,2.3,19.3,
2024-25,26,CLE,NBA,C,9.0,9.0,261.0,6.1,8.4,0.721,0.0,0.0,6.1,8.4,0.721,0.721,4.6,4.8,0.943,2.9,7.6,10.5,1.7,1.8,1.1,2.3,2.1,16.7,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,27.0,27.0,821.0,5.4,8.3,0.653,0.0,0.0,5.4,8.3,0.653,0.653,3.7,4.5,0.816,3.6,7.8,11.4,2.1,1.2,1.2,1.9,2.3,14.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),,18.0,18.0,579.0,5.7,8.3,0.679,0.0,0.0,5.7,8.3,0.679,0.679,3.4,4.2,0.806,3.2,7.3,10.4,1.8,1.4,1.1,1.6,2.1,14.7,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,9.0,9.0,242.0,4.9,8.3,0.589,0.0,0.0,4.9,8.3,0.589,0.589,4.5,5.4,0.833,4.8,9.1,13.8,3.0,0.7,1.5,2.8,3.0,14.3,
