Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2021-22,22,TOR,NBA,PG,64.0,1.0,696.0,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,0.03,-3.5,0.4,-3.1,-0.2,
2022-23,23,TOR,NBA,PG,31.0,2.0,279.0,14.9,0.505,0.392,0.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,0.0,0.4,0.4,0.064,-1.1,0.6,-0.5,0.1,
2023-24,24,2TM,NBA,PG,54.0,9.0,1047.0,13.3,0.504,0.398,0.24,4.2,15.2,9.5,19.4,1.6,1.7,12.2,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,
2023-24,24,BOS,NBA,PG,24.0,1.0,171.0,9.9,0.468,0.314,0.392,7.9,13.9,11.0,13.9,1.4,1.5,14.3,17.8,0.0,0.2,0.2,0.063,-4.7,0.6,-4.1,-0.1,
2023-24,24,POR,NBA,PG,30.0,8.0,876.0,14.0,0.508,0.408,0.223,3.5,15.5,9.1,20.5,1.6,1.8,12.0,27.2,-0.4,0.7,0.3,0.016,0.1,-0.9,-0.8,0.3,
2024-25,25,POR,NBA,PG,67.0,7.0,1120.0,12.9,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,216.0,19.0,3142.0,12.6,0.495,0.391,0.234,4.0,13.3,8.4,20.2,1.8,2.3,13.7,23.0,-1.1,3.2,2.1,0.032,-1.3,-0.1,-1.5,0.4,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,7.0,1193.0,12.6,0.495,0.391,0.234,4.0,13.3,8.4,20.2,1.8,2.3,13.7,23.0,-0.4,1.2,0.8,0.032,-1.3,-0.1,-1.5,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,97.0,15.0,1996.0,13.4,0.502,0.424,0.235,3.1,12.7,7.7,21.1,1.7,2.3,12.7,25.4,-0.7,1.7,1.1,0.025,-0.3,-0.5,-0.8,0.6,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,95.0,3.0,975.0,11.4,0.479,0.307,0.205,5.2,14.4,9.5,19.6,2.1,2.3,16.4,19.0,-0.4,1.2,0.8,0.04,-2.8,0.5,-2.4,-0.1,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,24.0,1.0,171.0,9.9,0.468,0.314,0.392,7.9,13.9,11.0,13.9,1.4,1.5,14.3,17.8,0.0,0.2,0.2,0.063,-4.7,0.6,-4.1,-0.1,
